National_Dex,Pokemon,Series
315,Roselia,XY
316,Gulpin,XY
317,Swalot,XY
318,Carvanha,XY
319,Sharpedo,XY
320,Wailmer,XY
321,Wailord,XY
322,Numel,XY
323,Camerupt,XY
324,Torkoal,XY
325,Spoink,XY
326,Grumpig,XY
327,Spinda,XY
328,Trapinch,XY
329,Vibrava,XY
330,Flygon,XY
331,Cacnea,XY
332,Cacturne,XY
333,Swablu,XY
334,Altaria,XY
335,Zangoose,XY
336,Seviper,XY
337,Lunatone,XY
338,Solrock,XY
339,Barboach,XY
340,Whiscash,XY
341,Corphish,XY
342,Crawdaunt,XY
345,Lileep,XY
346,Cradily,XY
347,Anorith,XY
348,Armaldo,XY
352,Kecleon,XY
353,Shuppet,XY
354,Banette,XY
355,Duskull,XY
356,Dusclops,XY
357,Tropius,XY
358,Chimecho,XY
359,Absol,XY
360,Wynaut,XY
361,Snorunt,XY
362,Glalie,XY
363,Spheal,XY
364,Sealeo,XY
365,Walrein,XY
366,Clamperl,XY
367,Huntail,XY
368,Gorebyss,XY
369,Relicanth,XY
370,Luvdisc,XY
371,Bagon,XY
372,Shelgon,XY
373,Salamence,XY
374,Beldum,XY
375,Metang,XY
376,Metagross,XY
380,Latias,XY
381,Latios,XY
382,Kyogre,XY
383,Groudon,XY
384,Rayquaza,XY
385,Jirachi,XY
396,Starly,XY
397,Staravia,XY
398,Staraptor,XY
399,Bidoof,XY
400,Bibarel,XY
403,Shinx,XY
404,Luxio,XY
405,Luxray,XY
406,Budew,XY
407,Roserade,XY
408,Cranidos,XY
409,Rampardos,XY
410,Shieldon,XY
411,Bastiodon,XY
412,Burmy,XY
413,Wormadam,XY
414,Mothim,XY
415,Combee,XY
416,Vespiquen,XY
417,Pachirisu,XY
418,Buizel,XY
419,Floatzel,XY
422,Shellos,XY
423,Gastrodon,XY
424,Ambipom,XY
425,Drifloon,XY
426,Drifblim,XY
430,Honchkrow,XY
433,Chingling,XY
434,Stunky,XY
435,Skuntank,XY
436,Bronzor,XY
437,Bronzong,XY
438,Bonsly,XY
439,Mime Jr.,XY
440,Happiny,XY
441,Chatot,XY
442,Spiritomb,XY
443,Gible,XY
444,Gabite,XY
445,Garchomp,XY
446,Munchlax,XY
447,Riolu,XY
448,Lucario,XY
449,Hippopotas,XY
450,Hippowdon,XY
451,Skorupi,XY
452,Drapion,XY
453,Croagunk,XY
454,Toxicroak,XY
455,Carnivine,XY
458,Mantyke,XY
459,Snover,XY
460,Abomasnow,XY
461,Weavile,XY
462,Magnezone,XY
463,Lickilicky,XY
464,Rhyperior,XY
465,Tangrowth,XY
466,Electivire,XY
467,Magmortar,XY
468,Togekiss,XY
469,Yanmega,XY
470,Leafeon,XY
471,Glaceon,XY
472,Gliscor,XY
473,Mamoswine,XY
475,Gallade,XY
476,Probopass,XY
477,Dusknoir,XY
478,Froslass,XY
479,Rotom,XY
483,Dialga,XY
484,Palkia,XY
487,Giratina,XY
489,Phione,XY
490,Manaphy,XY
491,Darkrai,XY
494,Victini,XY
504,Patrat,XY
505,Watchog,XY
506,Lillipup,XY
507,Herdier,XY
508,Stoutland,XY
509,Purrloin,XY
510,Liepard,XY
511,Pansage,XY
512,Simisage,XY
513,Pansear,XY
514,Simisear,XY
515,Panpour,XY
516,Simipour,XY
517,Munna,XY
518,Musharna,XY
519,Pidove,XY
520,Tranquill,XY
521,Unfezant,XY
522,Blitzle,XY
523,Zebstrika,XY
524,Roggenrola,XY
525,Boldore,XY
526,Gigalith,XY
527,Woobat,XY
528,Swoobat,XY
529,Drilbur,XY
530,Excadrill,XY
531,Audino,XY
532,Timburr,XY
533,Gurdurr,XY
534,Conkeldurr,XY
535,Tympole,XY
536,Palpitoad,XY
537,Seismitoad,XY
538,Throh,XY
539,Sawk,XY
540,Sewaddle,XY
541,Swadloon,XY
542,Leavanny,XY
543,Venipede,XY
544,Whirlipede,XY
545,Scolipede,XY
548,Petilil,XY
549,Lilligant,XY
550,Basculin,XY
551,Sandile,XY
552,Krokorok,XY
553,Krookodile,XY
556,Maractus,XY
557,Dwebble,XY
558,Crustle,XY
559,Scraggy,XY
560,Scrafty,XY
561,Sigilyph,XY
564,Tirtouga,XY
565,Carracosta,XY
566,Archen,XY
567,Archeops,XY
568,Trubbish,XY
569,Garbodor,XY
570,Zorua,XY
571,Zoroark,XY
572,Minccino,XY
573,Cinccino,XY
574,Gothita,XY
575,Gothorita,XY
576,Gothitelle,XY
577,Solosis,XY
578,Duosion,XY
579,Reuniclus,XY
580,Ducklett,XY
581,Swanna,XY
582,Vanillite,XY
583,Vanillish,XY
584,Vanilluxe,XY
585,Deerling,XY
586,Sawsbuck,XY
587,Emolga,XY
588,Karrablast,XY
589,Escavalier,XY
590,Foongus,XY
591,Amoonguss,XY
594,Alomomola,XY
595,Joltik,XY
596,Galvantula,XY
597,Ferroseed,XY
598,Ferrothorn,XY
599,Klink,XY
600,Klang,XY
601,Klinklang,XY
607,Litwick,XY
608,Lampent,XY
609,Chandelure,XY
610,Axew,XY
611,Fraxure,XY
612,Haxorus,XY
613,Cubchoo,XY
614,Beartic,XY
615,Cryogonal,XY
616,Shelmet,XY
617,Accelgor,XY
618,Stunfisk,XY
619,Mienfoo,XY
620,Mienshao,XY
621,Druddigon,XY
622,Golett,XY
623,Golurk,XY
624,Pawniard,XY
625,Bisharp,XY
627,Rufflet,XY
628,Braviary,XY
629,Vullaby,XY
630,Mandibuzz,XY
631,Heatmor,XY
632,Durant,XY
633,Deino,XY
634,Zweilous,XY
635,Hydreigon,XY
636,Larvesta,XY
637,Volcarona,XY
646,Kyurem,XY
647,Keldeo,XY
648,Meloetta,XY
649,Genesect,XY
650,Chespin,XY
651,Quilladin,XY
652,Chesnaught,XY
653,Fennekin,XY
654,Braixen,XY
655,Delphox,XY
656,Froakie,XY
657,Frogadier,XY
658,Greninja,XY
659,Bunnelby,XY
660,Diggersby,XY
661,Fletchling,XY
662,Fletchinder,XY
663,Talonflame,XY
664,Scatterbug,XY
665,Spewpa,XY
666,Vivillon,XY
667,Litleo,XY
668,Pyroar,XY
669,Flabébé,XY
670,Floette,XY
671,Florges,XY
672,Skiddo,XY
673,Gogoat,XY
674,Pancham,XY
675,Pangoro,XY
676,Furfrou,XY
677,Espurr,XY
678,Meowstic,XY
679,Honedge,XY
680,Doublade,XY
681,Aegislash,XY
682,Spritzee,XY
683,Aromatisse,XY
684,Swirlix,XY
685,Slurpuff,XY
686,Inkay,XY
687,Malamar,XY
688,Binacle,XY
689,Barbaracle,XY
690,Skrelp,XY
691,Dragalge,XY
692,Clauncher,XY
693,Clawitzer,XY
694,Helioptile,XY
695,Heliolisk,XY
696,Tyrunt,XY
697,Tyrantrum,XY
698,Amaura,XY
699,Aurorus,XY
700,Sylveon,XY
701,Hawlucha,XY
702,Dedenne,XY
703,Carbink,XY
704,Goomy,XY
705,Sliggoo,XY
706,Goodra,XY
707,Klefki,XY
708,Phantump,XY
709,Trevenant,XY
710,Pumpkaboo,XY
711,Gourgeist,XY
712,Bergmite,XY
713,Avalugg,XY
714,Noibat,XY
715,Noivern,XY
716,Xerneas,XY
717,Yveltal,XY
718,Zygarde,XY
719,Diancie,XY
720,Hoopa,XY
721,Volcanion,XY
