Regional Dex #,National_Dex,Pokemon,Dex
99,0525,Boldore,Alola (SM)
100,0526,Gigalith,Alola (SM)
101,0703,Carbink,Alola (SM)
102,0302,Sableye,Alola (SM)
103,0744,Rockruff,Alola (SM)
104,0745,Lycanroc,Alola (SM)
105,0327,Spinda,Alola (SM)
106,0072,Tentacool,Alola (SM)
107,0073,Tentacruel,Alola (SM)
108,0456,Finneon,Alola (SM)
109,0457,Lumineon,Alola (SM)
110,0746,Wishiwashi,Alola (SM)
111,0370,Luvdisc,Alola (SM)
112,0222,Corsola,Alola (SM)
113,0747,Mareanie,Alola (SM)
114,0748,Toxapex,Alola (SM)
115,0090,Shellder,Alola (SM)
116,0091,Cloyster,Alola (SM)
117,0371,Bagon,Alola (SM)
118,0372,Shelgon,Alola (SM)
119,0373,Salamence,Alola (SM)
120,0506,Lillipup,Alola (SM)
121,0507,Herdier,Alola (SM)
122,0508,Stoutland,Alola (SM)
123,0133,Eevee,Alola (SM)
124,0134,Vaporeon,Alola (SM)
125,0135,Jolteon,Alola (SM)
126,0136,Flareon,Alola (SM)
127,0196,Espeon,Alola (SM)
128,0197,Umbreon,Alola (SM)
129,0470,Leafeon,Alola (SM)
130,0471,Glaceon,Alola (SM)
131,0700,Sylveon,Alola (SM)
132,0749,Mudbray,Alola (SM)
133,0750,Mudsdale,Alola (SM)
134,0174,Igglybuff,Alola (SM)
135,0039,Jigglypuff,Alola (SM)
136,0040,Wigglytuff,Alola (SM)
137,0128,Tauros,Alola (SM)
138,0241,Miltank,Alola (SM)
139,0283,Surskit,Alola (SM)
140,0284,Masquerain,Alola (SM)
141,0751,Dewpider,Alola (SM)
142,0752,Araquanid,Alola (SM)
143,0753,Fomantis,Alola (SM)
144,0754,Lurantis,Alola (SM)
145,0755,Morelull,Alola (SM)
146,0756,Shiinotic,Alola (SM)
147,0046,Paras,Alola (SM)
148,0047,Parasect,Alola (SM)
149,0060,Poliwag,Alola (SM)
150,0061,Poliwhirl,Alola (SM)
151,0062,Poliwrath,Alola (SM)
152,0186,Politoed,Alola (SM)
153,0118,Goldeen,Alola (SM)
154,0119,Seaking,Alola (SM)
155,0349,Feebas,Alola (SM)
156,0350,Milotic,Alola (SM)
157,0594,Alomomola,Alola (SM)
158,0661,Fletchling,Alola (SM)
159,0662,Fletchinder,Alola (SM)
160,0663,Talonflame,Alola (SM)
161,0757,Salandit,Alola (SM)
162,0758,Salazzle,Alola (SM)
163,0104,Cubone,Alola (SM)
164,0105,Marowak,Alola (SM)
165,0115,Kangaskhan,Alola (SM)
166,0240,Magby,Alola (SM)
167,0126,Magmar,Alola (SM)
168,0467,Magmortar,Alola (SM)
169,0759,Stufful,Alola (SM)
170,0760,Bewear,Alola (SM)
171,0761,Bounsweet,Alola (SM)
172,0762,Steenee,Alola (SM)
173,0763,Tsareena,Alola (SM)
174,0764,Comfey,Alola (SM)
175,0127,Pinsir,Alola (SM)
176,0765,Oranguru,Alola (SM)
177,0766,Passimian,Alola (SM)
178,0704,Goomy,Alola (SM)
179,0705,Sliggoo,Alola (SM)
180,0706,Goodra,Alola (SM)
181,0351,Castform,Alola (SM)
182,0767,Wimpod,Alola (SM)
183,0768,Golisopod,Alola (SM)
184,0120,Staryu,Alola (SM)
185,0121,Starmie,Alola (SM)
186,0769,Sandygast,Alola (SM)
187,0770,Palossand,Alola (SM)
188,0408,Cranidos,Alola (SM)
189,0409,Rampardos,Alola (SM)
190,0410,Shieldon,Alola (SM)
191,0411,Bastiodon,Alola (SM)
192,0566,Archen,Alola (SM)
193,0567,Archeops,Alola (SM)
194,0564,Tirtouga,Alola (SM)
195,0565,Carracosta,Alola (SM)
196,0708,Phantump,Alola (SM)
197,0709,Trevenant,Alola (SM)
198,0299,Nosepass,Alola (SM)
199,0476,Probopass,Alola (SM)
200,0771,Pyukumuku,Alola (SM)
201,0170,Chinchou,Alola (SM)
202,0171,Lanturn,Alola (SM)
203,0772,Type: Null,Alola (SM)
204,0773,Silvally,Alola (SM)
205,0718,Zygarde,Alola (SM)
206,0568,Trubbish,Alola (SM)
207,0569,Garbodor,Alola (SM)
208,0227,Skarmory,Alola (SM)
209,0132,Ditto,Alola (SM)
210,0173,Cleffa,Alola (SM)
211,0035,Clefairy,Alola (SM)
212,0036,Clefable,Alola (SM)
213,0774,Minior,Alola (SM)
214,0374,Beldum,Alola (SM)
215,0375,Metang,Alola (SM)
216,0376,Metagross,Alola (SM)
217,0137,Porygon,Alola (SM)
218,0233,Porygon2,Alola (SM)
219,0474,Porygon-Z,Alola (SM)
220,0674,Pancham,Alola (SM)
221,0675,Pangoro,Alola (SM)
222,0775,Komala,Alola (SM)
223,0324,Torkoal,Alola (SM)
224,0776,Turtonator,Alola (SM)
225,0777,Togedemaru,Alola (SM)
226,0239,Elekid,Alola (SM)
227,0125,Electabuzz,Alola (SM)
228,0466,Electivire,Alola (SM)
229,0074,Geodude,Alola (SM)
230,0075,Graveler,Alola (SM)
231,0076,Golem,Alola (SM)
232,0551,Sandile,Alola (SM)
233,0552,Krokorok,Alola (SM)
234,0553,Krookodile,Alola (SM)
235,0328,Trapinch,Alola (SM)
236,0329,Vibrava,Alola (SM)
237,0330,Flygon,Alola (SM)
238,0443,Gible,Alola (SM)
239,0444,Gabite,Alola (SM)
240,0445,Garchomp,Alola (SM)
241,0707,Klefki,Alola (SM)
242,0778,Mimikyu,Alola (SM)
243,0779,Bruxish,Alola (SM)
244,0780,Drampa,Alola (SM)
245,0359,Absol,Alola (SM)
246,0361,Snorunt,Alola (SM)
247,0362,Glalie,Alola (SM)
248,0478,Froslass,Alola (SM)
249,0215,Sneasel,Alola (SM)
250,0461,Weavile,Alola (SM)
251,0027,Sandshrew,Alola (SM)
252,0028,Sandslash,Alola (SM)
253,0037,Vulpix,Alola (SM)
254,0038,Ninetales,Alola (SM)
255,0582,Vanillite,Alola (SM)
256,0583,Vanillish,Alola (SM)
257,0584,Vanilluxe,Alola (SM)
258,0209,Snubbull,Alola (SM)
259,0210,Granbull,Alola (SM)
260,0422,Shellos,Alola (SM)
261,0423,Gastrodon,Alola (SM)
262,0369,Relicanth,Alola (SM)
263,0781,Dhelmise,Alola (SM)
264,0318,Carvanha,Alola (SM)
265,0319,Sharpedo,Alola (SM)
266,0320,Wailmer,Alola (SM)
267,0321,Wailord,Alola (SM)
268,0131,Lapras,Alola (SM)
269,0102,Exeggcute,Alola (SM)
270,0103,Exeggutor,Alola (SM)
271,0782,Jangmo-o,Alola (SM)
272,0783,Hakamo-o,Alola (SM)
273,0784,Kommo-o,Alola (SM)
274,0587,Emolga,Alola (SM)
275,0123,Scyther,Alola (SM)
276,0212,Scizor,Alola (SM)
277,0198,Murkrow,Alola (SM)
278,0430,Honchkrow,Alola (SM)
279,0447,Riolu,Alola (SM)
280,0448,Lucario,Alola (SM)
281,0147,Dratini,Alola (SM)
282,0148,Dragonair,Alola (SM)
283,0149,Dragonite,Alola (SM)
284,0142,Aerodactyl,Alola (SM)
285,0785,Tapu Koko,Alola (SM)
286,0786,Tapu Lele,Alola (SM)
287,0787,Tapu Bulu,Alola (SM)
288,0788,Tapu Fini,Alola (SM)
289,0789,Cosmog,Alola (SM)
290,0790,Cosmoem,Alola (SM)
291,0791,Solgaleo,Alola (SM)
292,0792,Lunala,Alola (SM)
293,0793,Nihilego,Alola (SM)
294,0794,Buzzwole,Alola (SM)
295,0795,Pheromosa,Alola (SM)
296,0796,Xurkitree,Alola (SM)
297,0797,Celesteela,Alola (SM)
298,0798,Kartana,Alola (SM)
299,0799,Guzzlord,Alola (SM)
300,0800,Necrozma,Alola (SM)
301,0801,Magearna,Alola (SM)
302,0802,Marshadow,Alola (SM)
