Regional Dex #,National_Dex,Pokemon,Dex
50,0023,Ekans,Johto (HgSs)
51,0024,Arbok,Johto (HgSs)
52,0206,Dunsparce,Johto (HgSs)
53,0179,Mareep,Johto (HgSs)
54,0180,Flaaffy,Johto (HgSs)
55,0181,Ampharos,Johto (HgSs)
56,0194,Wooper,Johto (HgSs)
57,0195,Quagsire,Johto (HgSs)
58,0092,Gastly,Johto (HgSs)
59,0093,Haunter,Johto (HgSs)
60,0094,Gengar,Johto (HgSs)
61,0201,Unown,Johto (HgSs)
62,0095,Onix,Johto (HgSs)
63,0208,Steelix,Johto (HgSs)
64,0069,Bellsprout,Johto (HgSs)
65,0070,Weepinbell,Johto (HgSs)
66,0071,Victreebel,Johto (HgSs)
67,0187,Hoppip,Johto (HgSs)
68,0188,Skiploom,Johto (HgSs)
69,0189,Jumpluff,Johto (HgSs)
70,0046,Paras,Johto (HgSs)
71,0047,Parasect,Johto (HgSs)
72,0060,Poliwag,Johto (HgSs)
73,0061,Poliwhirl,Johto (HgSs)
74,0062,Poliwrath,Johto (HgSs)
75,0186,Politoed,Johto (HgSs)
76,0129,Magikarp,Johto (HgSs)
77,0130,Gyarados,Johto (HgSs)
78,0118,Goldeen,Johto (HgSs)
79,0119,Seaking,Johto (HgSs)
80,0079,Slowpoke,Johto (HgSs)
81,0080,Slowbro,Johto (HgSs)
82,0199,Slowking,Johto (HgSs)
83,0043,Oddish,Johto (HgSs)
84,0044,Gloom,Johto (HgSs)
85,0045,Vileplume,Johto (HgSs)
86,0182,Bellossom,Johto (HgSs)
87,0096,Drowzee,Johto (HgSs)
88,0097,Hypno,Johto (HgSs)
89,0063,Abra,Johto (HgSs)
90,0064,Kadabra,Johto (HgSs)
91,0065,Alakazam,Johto (HgSs)
92,0132,Ditto,Johto (HgSs)
93,0204,Pineco,Johto (HgSs)
94,0205,Forretress,Johto (HgSs)
95,0029,Nidoran♀,Johto (HgSs)
96,0030,Nidorina,Johto (HgSs)
97,0031,Nidoqueen,Johto (HgSs)
98,0032,Nidoran♂,Johto (HgSs)
99,0033,Nidorino,Johto (HgSs)
100,0034,Nidoking,Johto (HgSs)
101,0193,Yanma,Johto (HgSs)
102,0469,Yanmega,Johto (HgSs)
103,0191,Sunkern,Johto (HgSs)
104,0192,Sunflora,Johto (HgSs)
105,0102,Exeggcute,Johto (HgSs)
106,0103,Exeggutor,Johto (HgSs)
107,0185,Sudowoodo,Johto (HgSs)
108,0202,Wobbuffet,Johto (HgSs)
109,0048,Venonat,Johto (HgSs)
110,0049,Venomoth,Johto (HgSs)
111,0123,Scyther,Johto (HgSs)
112,0212,Scizor,Johto (HgSs)
113,0127,Pinsir,Johto (HgSs)
114,0214,Heracross,Johto (HgSs)
115,0109,Koffing,Johto (HgSs)
116,0110,Weezing,Johto (HgSs)
117,0088,Grimer,Johto (HgSs)
118,0089,Muk,Johto (HgSs)
119,0081,Magnemite,Johto (HgSs)
120,0082,Magneton,Johto (HgSs)
121,0100,Voltorb,Johto (HgSs)
122,0101,Electrode,Johto (HgSs)
123,0190,Aipom,Johto (HgSs)
124,0424,Ambipom,Johto (HgSs)
125,0209,Snubbull,Johto (HgSs)
126,0210,Granbull,Johto (HgSs)
127,0037,Vulpix,Johto (HgSs)
128,0038,Ninetales,Johto (HgSs)
129,0058,Growlithe,Johto (HgSs)
130,0059,Arcanine,Johto (HgSs)
131,0234,Stantler,Johto (HgSs)
132,0183,Marill,Johto (HgSs)
133,0184,Azumarill,Johto (HgSs)
134,0050,Diglett,Johto (HgSs)
135,0051,Dugtrio,Johto (HgSs)
136,0056,Mankey,Johto (HgSs)
137,0057,Primeape,Johto (HgSs)
138,0052,Meowth,Johto (HgSs)
139,0053,Persian,Johto (HgSs)
140,0054,Psyduck,Johto (HgSs)
141,0055,Golduck,Johto (HgSs)
142,0066,Machop,Johto (HgSs)
143,0067,Machoke,Johto (HgSs)
144,0068,Machamp,Johto (HgSs)
145,0236,Tyrogue,Johto (HgSs)
146,0106,Hitmonlee,Johto (HgSs)
147,0107,Hitmonchan,Johto (HgSs)
148,0237,Hitmontop,Johto (HgSs)
149,0203,Girafarig,Johto (HgSs)
150,0128,Tauros,Johto (HgSs)
151,0241,Miltank,Johto (HgSs)
152,0240,Magby,Johto (HgSs)
153,0126,Magmar,Johto (HgSs)
154,0238,Smoochum,Johto (HgSs)
155,0124,Jynx,Johto (HgSs)
156,0239,Elekid,Johto (HgSs)
157,0125,Electabuzz,Johto (HgSs)
158,0122,Mr. Mime,Johto (HgSs)
159,0235,Smeargle,Johto (HgSs)
160,0083,Farfetch'd,Johto (HgSs)
161,0177,Natu,Johto (HgSs)
162,0178,Xatu,Johto (HgSs)
163,0211,Qwilfish,Johto (HgSs)
164,0072,Tentacool,Johto (HgSs)
165,0073,Tentacruel,Johto (HgSs)
166,0098,Krabby,Johto (HgSs)
167,0099,Kingler,Johto (HgSs)
168,0213,Shuckle,Johto (HgSs)
169,0120,Staryu,Johto (HgSs)
170,0121,Starmie,Johto (HgSs)
171,0090,Shellder,Johto (HgSs)
172,0091,Cloyster,Johto (HgSs)
173,0222,Corsola,Johto (HgSs)
174,0223,Remoraid,Johto (HgSs)
175,0224,Octillery,Johto (HgSs)
176,0170,Chinchou,Johto (HgSs)
177,0171,Lanturn,Johto (HgSs)
178,0086,Seel,Johto (HgSs)
179,0087,Dewgong,Johto (HgSs)
180,0108,Lickitung,Johto (HgSs)
181,0463,Lickilicky,Johto (HgSs)
182,0114,Tangela,Johto (HgSs)
183,0465,Tangrowth,Johto (HgSs)
184,0133,Eevee,Johto (HgSs)
185,0134,Vaporeon,Johto (HgSs)
186,0135,Jolteon,Johto (HgSs)
187,0136,Flareon,Johto (HgSs)
188,0196,Espeon,Johto (HgSs)
189,0197,Umbreon,Johto (HgSs)
190,0116,Horsea,Johto (HgSs)
191,0117,Seadra,Johto (HgSs)
192,0230,Kingdra,Johto (HgSs)
193,0207,Gligar,Johto (HgSs)
194,0225,Delibird,Johto (HgSs)
195,0220,Swinub,Johto (HgSs)
196,0221,Piloswine,Johto (HgSs)
197,0473,Mamoswine,Johto (HgSs)
198,0216,Teddiursa,Johto (HgSs)
199,0217,Ursaring,Johto (HgSs)
200,0231,Phanpy,Johto (HgSs)
201,0232,Donphan,Johto (HgSs)
202,0226,Mantine,Johto (HgSs)
203,0227,Skarmory,Johto (HgSs)
204,0084,Doduo,Johto (HgSs)
205,0085,Dodrio,Johto (HgSs)
206,0077,Ponyta,Johto (HgSs)
207,0078,Rapidash,Johto (HgSs)
208,0104,Cubone,Johto (HgSs)
209,0105,Marowak,Johto (HgSs)
210,0115,Kangaskhan,Johto (HgSs)
211,0111,Rhyhorn,Johto (HgSs)
212,0112,Rhydon,Johto (HgSs)
213,0198,Murkrow,Johto (HgSs)
214,0228,Houndour,Johto (HgSs)
215,0229,Houndoom,Johto (HgSs)
216,0218,Slugma,Johto (HgSs)
217,0219,Magcargo,Johto (HgSs)
218,0215,Sneasel,Johto (HgSs)
219,0200,Misdreavus,Johto (HgSs)
220,0137,Porygon,Johto (HgSs)
221,0233,Porygon2,Johto (HgSs)
222,0113,Chansey,Johto (HgSs)
223,0242,Blissey,Johto (HgSs)
224,0131,Lapras,Johto (HgSs)
225,0138,Omanyte,Johto (HgSs)
226,0139,Omastar,Johto (HgSs)
227,0140,Kabuto,Johto (HgSs)
228,0141,Kabutops,Johto (HgSs)
229,0142,Aerodactyl,Johto (HgSs)
230,0143,Snorlax,Johto (HgSs)
231,0001,Bulbasaur,Johto (HgSs)
232,0002,Ivysaur,Johto (HgSs)
233,0003,Venusaur,Johto (HgSs)
234,0004,Charmander,Johto (HgSs)
235,0005,Charmeleon,Johto (HgSs)
236,0006,Charizard,Johto (HgSs)
237,0007,Squirtle,Johto (HgSs)
238,0008,Wartortle,Johto (HgSs)
239,0009,Blastoise,Johto (HgSs)
240,0144,Articuno,Johto (HgSs)
241,0145,Zapdos,Johto (HgSs)
242,0146,Moltres,Johto (HgSs)
243,0243,Raikou,Johto (HgSs)
244,0244,Entei,Johto (HgSs)
245,0245,Suicune,Johto (HgSs)
246,0147,Dratini,Johto (HgSs)
247,0148,Dragonair,Johto (HgSs)
248,0149,Dragonite,Johto (HgSs)
249,0246,Larvitar,Johto (HgSs)
250,0247,Pupitar,Johto (HgSs)
251,0248,Tyranitar,Johto (HgSs)
252,0249,Lugia,Johto (HgSs)
253,0250,Ho-Oh,Johto (HgSs)
254,0150,Mewtwo,Johto (HgSs)
255,0151,Mew,Johto (HgSs)
256,0251,Celebi,Johto (HgSs)
