Regional Dex #,National_Dex,Pokemon,Dex
79,0361,Snorunt,Galar
80,0362,Glalie,Galar
81,0478,Froslass,Galar
82,0343,Baltoy,Galar
83,0344,Claydol,Galar
84,0749,Mudbray,Galar
85,0750,Mudsdale,Galar
86,0557,Dwebble,Galar
87,0558,Crustle,Galar
88,0622,Golett,Galar
89,0623,Golurk,Galar
90,0517,Munna,Galar
91,0518,Musharna,Galar
92,0177,Natu,Galar
93,0178,Xatu,Galar
94,0759,Stufful,Galar
95,0760,Bewear,Galar
96,0459,Snover,Galar
97,0460,Abomasnow,Galar
98,0098,Krabby,Galar
99,0099,Kingler,Galar
100,0194,Wooper,Galar
101,0195,Quagsire,Galar
102,0341,Corphish,Galar
103,0342,Crawdaunt,Galar
104,0290,Nincada,Galar
105,0291,Ninjask,Galar
106,0292,Shedinja,Galar
107,0236,Tyrogue,Galar
108,0106,Hitmonlee,Galar
109,0107,Hitmonchan,Galar
110,0237,Hitmontop,Galar
111,0674,Pancham,Galar
112,0675,Pangoro,Galar
113,0599,Klink,Galar
114,0600,Klang,Galar
115,0601,Klinklang,Galar
116,0415,Combee,Galar
117,0416,Vespiquen,Galar
118,0436,Bronzor,Galar
119,0437,Bronzong,Galar
120,0280,Ralts,Galar
121,0281,Kirlia,Galar
122,0282,Gardevoir,Galar
123,0475,Gallade,Galar
124,0425,Drifloon,Galar
125,0426,Drifblim,Galar
126,0829,Gossifleur,Galar
127,0830,Eldegoss,Galar
128,0420,Cherubi,Galar
129,0421,Cherrim,Galar
130,0434,Stunky,Galar
131,0435,Skuntank,Galar
132,0535,Tympole,Galar
133,0536,Palpitoad,Galar
134,0537,Seismitoad,Galar
135,0355,Duskull,Galar
136,0356,Dusclops,Galar
137,0477,Dusknoir,Galar
138,0066,Machop,Galar
139,0067,Machoke,Galar
140,0068,Machamp,Galar
141,0092,Gastly,Galar
142,0093,Haunter,Galar
143,0094,Gengar,Galar
144,0129,Magikarp,Galar
145,0130,Gyarados,Galar
146,0118,Goldeen,Galar
147,0119,Seaking,Galar
148,0223,Remoraid,Galar
149,0224,Octillery,Galar
150,0090,Shellder,Galar
151,0091,Cloyster,Galar
152,0349,Feebas,Galar
153,0350,Milotic,Galar
154,0550,Basculin,Galar
155,0746,Wishiwashi,Galar
156,0771,Pyukumuku,Galar
157,0568,Trubbish,Galar
158,0569,Garbodor,Galar
159,0850,Sizzlipede,Galar
160,0851,Centiskorch,Galar
161,0837,Rolycoly,Galar
162,0838,Carkol,Galar
163,0839,Coalossal,Galar
164,0050,Diglett,Galar
165,0051,Dugtrio,Galar
166,0529,Drilbur,Galar
167,0530,Excadrill,Galar
168,0524,Roggenrola,Galar
169,0525,Boldore,Galar
170,0526,Gigalith,Galar
171,0532,Timburr,Galar
172,0533,Gurdurr,Galar
173,0534,Conkeldurr,Galar
174,0527,Woobat,Galar
175,0528,Swoobat,Galar
176,0714,Noibat,Galar
177,0715,Noivern,Galar
178,0095,Onix,Galar
179,0208,Steelix,Galar
180,0846,Arrokuda,Galar
181,0847,Barraskewda,Galar
182,0052,Meowth,Galar
183,0863,Perrserker,Galar
184,0053,Persian,Galar
185,0868,Milcery,Galar
186,0869,Alcremie,Galar
187,0742,Cutiefly,Galar
188,0743,Ribombee,Galar
189,0597,Ferroseed,Galar
190,0598,Ferrothorn,Galar
191,0710,Pumpkaboo,Galar
192,0711,Gourgeist,Galar
193,0172,Pichu,Galar
194,0025,Pikachu,Galar
195,0026,Raichu,Galar
196,0133,Eevee,Galar
197,0134,Vaporeon,Galar
198,0135,Jolteon,Galar
199,0136,Flareon,Galar
200,0196,Espeon,Galar
201,0197,Umbreon,Galar
202,0470,Leafeon,Galar
203,0471,Glaceon,Galar
204,0700,Sylveon,Galar
205,0840,Applin,Galar
206,0841,Flapple,Galar
207,0842,Appletun,Galar
208,0677,Espurr,Galar
209,0678,Meowstic,Galar
210,0684,Swirlix,Galar
211,0685,Slurpuff,Galar
212,0682,Spritzee,Galar
213,0683,Aromatisse,Galar
214,0751,Dewpider,Galar
215,0752,Araquanid,Galar
216,0360,Wynaut,Galar
217,0202,Wobbuffet,Galar
218,0083,Farfetch'd,Galar
219,0865,Sirfetch'd,Galar
220,0170,Chinchou,Galar
221,0171,Lanturn,Galar
222,0453,Croagunk,Galar
223,0454,Toxicroak,Galar
224,0559,Scraggy,Galar
225,0560,Scrafty,Galar
226,0618,Stunfisk,Galar
227,0213,Shuckle,Galar
228,0339,Barboach,Galar
229,0340,Whiscash,Galar
230,0422,Shellos,Galar
231,0423,Gastrodon,Galar
232,0767,Wimpod,Galar
233,0768,Golisopod,Galar
234,0688,Binacle,Galar
235,0689,Barbaracle,Galar
236,0222,Corsola,Galar
237,0864,Cursola,Galar
238,0859,Impidimp,Galar
239,0860,Morgrem,Galar
240,0861,Grimmsnarl,Galar
241,0856,Hatenna,Galar
242,0857,Hattrem,Galar
243,0858,Hatterene,Galar
244,0757,Salandit,Galar
245,0758,Salazzle,Galar
246,0624,Pawniard,Galar
247,0625,Bisharp,Galar
248,0538,Throh,Galar
249,0539,Sawk,Galar
250,0109,Koffing,Galar
251,0110,Weezing,Galar
252,0438,Bonsly,Galar
253,0185,Sudowoodo,Galar
254,0173,Cleffa,Galar
255,0035,Clefairy,Galar
256,0036,Clefable,Galar
257,0175,Togepi,Galar
258,0176,Togetic,Galar
259,0468,Togekiss,Galar
260,0446,Munchlax,Galar
261,0143,Snorlax,Galar
262,0546,Cottonee,Galar
263,0547,Whimsicott,Galar
264,0111,Rhyhorn,Galar
265,0112,Rhydon,Galar
266,0464,Rhyperior,Galar
267,0574,Gothita,Galar
268,0575,Gothorita,Galar
269,0576,Gothitelle,Galar
270,0577,Solosis,Galar
271,0578,Duosion,Galar
272,0579,Reuniclus,Galar
273,0588,Karrablast,Galar
274,0589,Escavalier,Galar
275,0616,Shelmet,Galar
276,0617,Accelgor,Galar
277,0605,Elgyem,Galar
278,0606,Beheeyem,Galar
279,0613,Cubchoo,Galar
280,0614,Beartic,Galar
281,0627,Rufflet,Galar
282,0628,Braviary,Galar
283,0629,Vullaby,Galar
284,0630,Mandibuzz,Galar
285,0451,Skorupi,Galar
286,0452,Drapion,Galar
287,0607,Litwick,Galar
288,0608,Lampent,Galar
289,0609,Chandelure,Galar
290,0686,Inkay,Galar
291,0687,Malamar,Galar
292,0215,Sneasel,Galar
293,0461,Weavile,Galar
294,0302,Sableye,Galar
295,0303,Mawile,Galar
296,0556,Maractus,Galar
297,0561,Sigilyph,Galar
298,0447,Riolu,Galar
299,0448,Lucario,Galar
300,0324,Torkoal,Galar
301,0778,Mimikyu,Galar
302,0878,Cufant,Galar
303,0879,Copperajah,Galar
304,0211,Qwilfish,Galar
305,0592,Frillish,Galar
306,0593,Jellicent,Galar
307,0747,Mareanie,Galar
308,0748,Toxapex,Galar
309,0845,Cramorant,Galar
310,0848,Toxel,Galar
311,0849,Toxtricity,Galar
312,0843,Silicobra,Galar
313,0844,Sandaconda,Galar
314,0449,Hippopotas,Galar
315,0450,Hippowdon,Galar
316,0632,Durant,Galar
317,0631,Heatmor,Galar
318,0694,Helioptile,Galar
319,0695,Heliolisk,Galar
320,0701,Hawlucha,Galar
321,0328,Trapinch,Galar
322,0329,Vibrava,Galar
323,0330,Flygon,Galar
324,0610,Axew,Galar
325,0611,Fraxure,Galar
326,0612,Haxorus,Galar
327,0562,Yamask,Galar
328,0867,Runerigus,Galar
329,0563,Cofagrigus,Galar
330,0679,Honedge,Galar
331,0680,Doublade,Galar
332,0681,Aegislash,Galar
333,0077,Ponyta,Galar
334,0078,Rapidash,Galar
335,0854,Sinistea,Galar
336,0855,Polteageist,Galar
337,0876,Indeedee,Galar
338,0708,Phantump,Galar
339,0709,Trevenant,Galar
340,0755,Morelull,Galar
341,0756,Shiinotic,Galar
342,0765,Oranguru,Galar
343,0766,Passimian,Galar
344,0877,Morpeko,Galar
345,0870,Falinks,Galar
346,0780,Drampa,Galar
347,0776,Turtonator,Galar
348,0777,Togedemaru,Galar
349,0872,Snom,Galar
350,0873,Frosmoth,Galar
351,0852,Clobbopus,Galar
352,0853,Grapploct,Galar
353,0871,Pincurchin,Galar
354,0458,Mantyke,Galar
355,0226,Mantine,Galar
356,0320,Wailmer,Galar
357,0321,Wailord,Galar
358,0712,Bergmite,Galar
359,0713,Avalugg,Galar
360,0781,Dhelmise,Galar
361,0131,Lapras,Galar
362,0337,Lunatone,Galar
363,0338,Solrock,Galar
364,0439,Mime Jr.,Galar
365,0122,Mr. Mime,Galar
366,0866,Mr. Rime,Galar
367,0554,Darumaka,Galar
368,0555,Darmanitan,Galar
369,0874,Stonjourner,Galar
370,0875,Eiscue,Galar
371,0884,Duraludon,Galar
372,0479,Rotom,Galar
373,0132,Ditto,Galar
374,0880,Dracozolt,Galar
375,0881,Arctozolt,Galar
376,0882,Dracovish,Galar
377,0883,Arctovish,Galar
378,0004,Charmander,Galar
379,0005,Charmeleon,Galar
380,0006,Charizard,Galar
381,0772,Type: Null,Galar
382,0773,Silvally,Galar
383,0246,Larvitar,Galar
384,0247,Pupitar,Galar
385,0248,Tyranitar,Galar
386,0633,Deino,Galar
387,0634,Zweilous,Galar
388,0635,Hydreigon,Galar
389,0704,Goomy,Galar
390,0705,Sliggoo,Galar
391,0706,Goodra,Galar
392,0782,Jangmo-o,Galar
393,0783,Hakamo-o,Galar
394,0784,Kommo-o,Galar
395,0885,Dreepy,Galar
396,0886,Drakloak,Galar
397,0887,Dragapult,Galar
398,0888,Zacian,Galar
399,0889,Zamazenta,Galar
400,0890,Eternatus,Galar
