National_Dex,Pokemon,Series
143,Snorlax,UsUm
144,Articuno,UsUm
145,Zapdos,UsUm
146,Moltres,UsUm
147,Dratini,UsUm
148,Dragonair,UsUm
149,Dragonite,UsUm
150,Mewtwo,UsUm
163,Hoothoot,UsUm
164,Noctowl,UsUm
165,Ledyba,UsUm
166,Ledian,UsUm
167,Spinarak,UsUm
168,Ariados,UsUm
169,Crobat,UsUm
170,Chinchou,UsUm
171,Lanturn,UsUm
172,Pichu,UsUm
173,Cleffa,UsUm
174,Igglybuff,UsUm
177,Natu,UsUm
178,Xatu,UsUm
179,Mareep,UsUm
180,Flaaffy,UsUm
181,Ampharos,UsUm
185,Sudowoodo,UsUm
186,Politoed,UsUm
190,Aipom,UsUm
193,Yanma,UsUm
194,Wooper,UsUm
195,Quagsire,UsUm
196,Espeon,UsUm
197,Umbreon,UsUm
198,Murkrow,UsUm
199,Slowking,UsUm
200,Misdreavus,UsUm
204,Pineco,UsUm
205,Forretress,UsUm
206,Dunsparce,UsUm
208,Steelix,UsUm
209,Snubbull,UsUm
210,Granbull,UsUm
212,Scizor,UsUm
214,Heracross,UsUm
215,Sneasel,UsUm
218,Slugma,UsUm
219,Magcargo,UsUm
220,Swinub,UsUm
221,Piloswine,UsUm
222,Corsola,UsUm
223,Remoraid,UsUm
224,Octillery,UsUm
225,Delibird,UsUm
226,Mantine,UsUm
227,Skarmory,UsUm
228,Houndour,UsUm
229,Houndoom,UsUm
230,Kingdra,UsUm
233,Porygon2,UsUm
235,Smeargle,UsUm
238,Smoochum,UsUm
239,Elekid,UsUm
240,Magby,UsUm
241,Miltank,UsUm
242,Blissey,UsUm
243,Raikou,UsUm
244,Entei,UsUm
245,Suicune,UsUm
246,Larvitar,UsUm
247,Pupitar,UsUm
248,Tyranitar,UsUm
249,Lugia,UsUm
250,Ho-Oh,UsUm
251,Celebi,UsUm
252,Treecko,UsUm
253,Grovyle,UsUm
254,Sceptile,UsUm
255,Torchic,UsUm
256,Combusken,UsUm
257,Blaziken,UsUm
258,Mudkip,UsUm
259,Marshtomp,UsUm
260,Swampert,UsUm
270,Lotad,UsUm
271,Lombre,UsUm
272,Ludicolo,UsUm
273,Seedot,UsUm
274,Nuzleaf,UsUm
275,Shiftry,UsUm
276,Taillow,UsUm
277,Swellow,UsUm
278,Wingull,UsUm
279,Pelipper,UsUm
280,Ralts,UsUm
281,Kirlia,UsUm
282,Gardevoir,UsUm
283,Surskit,UsUm
284,Masquerain,UsUm
296,Makuhita,UsUm
297,Hariyama,UsUm
299,Nosepass,UsUm
302,Sableye,UsUm
303,Mawile,UsUm
304,Aron,UsUm
305,Lairon,UsUm
306,Aggron,UsUm
307,Meditite,UsUm
308,Medicham,UsUm
309,Electrike,UsUm
310,Manectric,UsUm
318,Carvanha,UsUm
319,Sharpedo,UsUm
320,Wailmer,UsUm
321,Wailord,UsUm
324,Torkoal,UsUm
325,Spoink,UsUm
326,Grumpig,UsUm
327,Spinda,UsUm
328,Trapinch,UsUm
329,Vibrava,UsUm
330,Flygon,UsUm
333,Swablu,UsUm
334,Altaria,UsUm
339,Barboach,UsUm
340,Whiscash,UsUm
341,Corphish,UsUm
342,Crawdaunt,UsUm
343,Baltoy,UsUm
344,Claydol,UsUm
345,Lileep,UsUm
346,Cradily,UsUm
347,Anorith,UsUm
348,Armaldo,UsUm
349,Feebas,UsUm
350,Milotic,UsUm
351,Castform,UsUm
352,Kecleon,UsUm
353,Shuppet,UsUm
354,Banette,UsUm
357,Tropius,UsUm
359,Absol,UsUm
361,Snorunt,UsUm
362,Glalie,UsUm
363,Spheal,UsUm
364,Sealeo,UsUm
365,Walrein,UsUm
366,Clamperl,UsUm
367,Huntail,UsUm
368,Gorebyss,UsUm
369,Relicanth,UsUm
370,Luvdisc,UsUm
371,Bagon,UsUm
372,Shelgon,UsUm
373,Salamence,UsUm
374,Beldum,UsUm
375,Metang,UsUm
376,Metagross,UsUm
377,Regirock,UsUm
378,Regice,UsUm
379,Registeel,UsUm
380,Latias,UsUm
381,Latios,UsUm
382,Kyogre,UsUm
383,Groudon,UsUm
384,Rayquaza,UsUm
387,Turtwig,UsUm
388,Grotle,UsUm
389,Torterra,UsUm
390,Chimchar,UsUm
391,Monferno,UsUm
392,Infernape,UsUm
393,Piplup,UsUm
394,Prinplup,UsUm
395,Empoleon,UsUm
408,Cranidos,UsUm
409,Rampardos,UsUm
410,Shieldon,UsUm
411,Bastiodon,UsUm
418,Buizel,UsUm
419,Floatzel,UsUm
422,Shellos,UsUm
423,Gastrodon,UsUm
424,Ambipom,UsUm
425,Drifloon,UsUm
426,Drifblim,UsUm
427,Buneary,UsUm
428,Lopunny,UsUm
429,Mismagius,UsUm
430,Honchkrow,UsUm
438,Bonsly,UsUm
439,Mime Jr.,UsUm
440,Happiny,UsUm
443,Gible,UsUm
444,Gabite,UsUm
445,Garchomp,UsUm
446,Munchlax,UsUm
447,Riolu,UsUm
448,Lucario,UsUm
449,Hippopotas,UsUm
450,Hippowdon,UsUm
451,Skorupi,UsUm
452,Drapion,UsUm
456,Finneon,UsUm
457,Lumineon,UsUm
458,Mantyke,UsUm
459,Snover,UsUm
460,Abomasnow,UsUm
461,Weavile,UsUm
462,Magnezone,UsUm
463,Lickilicky,UsUm
464,Rhyperior,UsUm
466,Electivire,UsUm
467,Magmortar,UsUm
469,Yanmega,UsUm
470,Leafeon,UsUm
471,Glaceon,UsUm
473,Mamoswine,UsUm
474,Porygon-Z,UsUm
475,Gallade,UsUm
476,Probopass,UsUm
478,Froslass,UsUm
479,Rotom,UsUm
480,Uxie,UsUm
481,Mesprit,UsUm
482,Azelf,UsUm
483,Dialga,UsUm
484,Palkia,UsUm
485,Heatran,UsUm
486,Regigigas,UsUm
487,Giratina,UsUm
488,Cresselia,UsUm
489,Phione,UsUm
490,Manaphy,UsUm
491,Darkrai,UsUm
492,Shaymin,UsUm
493,Arceus,UsUm
506,Lillipup,UsUm
507,Herdier,UsUm
508,Stoutland,UsUm
524,Roggenrola,UsUm
525,Boldore,UsUm
526,Gigalith,UsUm
531,Audino,UsUm
540,Sewaddle,UsUm
541,Swadloon,UsUm
542,Leavanny,UsUm
546,Cottonee,UsUm
547,Whimsicott,UsUm
548,Petilil,UsUm
549,Lilligant,UsUm
550,Basculin,UsUm
551,Sandile,UsUm
552,Krokorok,UsUm
553,Krookodile,UsUm
557,Dwebble,UsUm
558,Crustle,UsUm
559,Scraggy,UsUm
560,Scrafty,UsUm
561,Sigilyph,UsUm
564,Tirtouga,UsUm
565,Carracosta,UsUm
566,Archen,UsUm
567,Archeops,UsUm
568,Trubbish,UsUm
569,Garbodor,UsUm
570,Zorua,UsUm
571,Zoroark,UsUm
572,Minccino,UsUm
573,Cinccino,UsUm
580,Ducklett,UsUm
581,Swanna,UsUm
582,Vanillite,UsUm
583,Vanillish,UsUm
584,Vanilluxe,UsUm
587,Emolga,UsUm
592,Frillish,UsUm
593,Jellicent,UsUm
594,Alomomola,UsUm
602,Tynamo,UsUm
603,Eelektrik,UsUm
604,Eelektross,UsUm
605,Elgyem,UsUm
606,Beheeyem,UsUm
607,Litwick,UsUm
608,Lampent,UsUm
609,Chandelure,UsUm
610,Axew,UsUm
611,Fraxure,UsUm
612,Haxorus,UsUm
618,Stunfisk,UsUm
619,Mienfoo,UsUm
620,Mienshao,UsUm
621,Druddigon,UsUm
622,Golett,UsUm
623,Golurk,UsUm
624,Pawniard,UsUm
625,Bisharp,UsUm
627,Rufflet,UsUm
628,Braviary,UsUm
629,Vullaby,UsUm
630,Mandibuzz,UsUm
636,Larvesta,UsUm
637,Volcarona,UsUm
638,Cobalion,UsUm
639,Terrakion,UsUm
640,Virizion,UsUm
641,Tornadus,UsUm
642,Thundurus,UsUm
643,Reshiram,UsUm
644,Zekrom,UsUm
645,Landorus,UsUm
646,Kyurem,UsUm
648,Meloetta,UsUm
650,Chespin,UsUm
651,Quilladin,UsUm
652,Chesnaught,UsUm
653,Fennekin,UsUm
654,Braixen,UsUm
655,Delphox,UsUm
656,Froakie,UsUm
657,Frogadier,UsUm
658,Greninja,UsUm
661,Fletchling,UsUm
662,Fletchinder,UsUm
663,Talonflame,UsUm
664,Scatterbug,UsUm
665,Spewpa,UsUm
666,Vivillon,UsUm
667,Litleo,UsUm
668,Pyroar,UsUm
669,Flabébé,UsUm
670,Floette,UsUm
671,Florges,UsUm
674,Pancham,UsUm
675,Pangoro,UsUm
676,Furfrou,UsUm
679,Honedge,UsUm
680,Doublade,UsUm
681,Aegislash,UsUm
686,Inkay,UsUm
687,Malamar,UsUm
688,Binacle,UsUm
689,Barbaracle,UsUm
690,Skrelp,UsUm
691,Dragalge,UsUm
692,Clauncher,UsUm
693,Clawitzer,UsUm
694,Helioptile,UsUm
695,Heliolisk,UsUm
696,Tyrunt,UsUm
697,Tyrantrum,UsUm
698,Amaura,UsUm
699,Aurorus,UsUm
700,Sylveon,UsUm
701,Hawlucha,UsUm
702,Dedenne,UsUm
703,Carbink,UsUm
704,Goomy,UsUm
705,Sliggoo,UsUm
706,Goodra,UsUm
707,Klefki,UsUm
708,Phantump,UsUm
709,Trevenant,UsUm
714,Noibat,UsUm
715,Noivern,UsUm
716,Xerneas,UsUm
717,Yveltal,UsUm
718,Zygarde,UsUm
720,Hoopa,UsUm
722,Rowlet,UsUm
723,Dartrix,UsUm
724,Decidueye,UsUm
725,Litten,UsUm
726,Torracat,UsUm
727,Incineroar,UsUm
728,Popplio,UsUm
729,Brionne,UsUm
730,Primarina,UsUm
731,Pikipek,UsUm
732,Trumbeak,UsUm
733,Toucannon,UsUm
734,Yungoos,UsUm
735,Gumshoos,UsUm
736,Grubbin,UsUm
737,Charjabug,UsUm
738,Vikavolt,UsUm
739,Crabrawler,UsUm
740,Crabominable,UsUm
741,Oricorio,UsUm
742,Cutiefly,UsUm
743,Ribombee,UsUm
744,Rockruff,UsUm
745,Lycanroc,UsUm
746,Wishiwashi,UsUm
747,Mareanie,UsUm
748,Toxapex,UsUm
749,Mudbray,UsUm
750,Mudsdale,UsUm
751,Dewpider,UsUm
752,Araquanid,UsUm
753,Fomantis,UsUm
754,Lurantis,UsUm
755,Morelull,UsUm
756,Shiinotic,UsUm
757,Salandit,UsUm
758,Salazzle,UsUm
759,Stufful,UsUm
760,Bewear,UsUm
761,Bounsweet,UsUm
762,Steenee,UsUm
763,Tsareena,UsUm
764,Comfey,UsUm
765,Oranguru,UsUm
766,Passimian,UsUm
767,Wimpod,UsUm
768,Golisopod,UsUm
769,Sandygast,UsUm
770,Palossand,UsUm
771,Pyukumuku,UsUm
772,Type: Null,UsUm
773,Silvally,UsUm
774,Minior,UsUm
775,Komala,UsUm
776,Turtonator,UsUm
777,Togedemaru,UsUm
778,Mimikyu,UsUm
779,Bruxish,UsUm
780,Drampa,UsUm
781,Dhelmise,UsUm
782,Jangmo-o,UsUm
783,Hakamo-o,UsUm
784,Kommo-o,UsUm
785,Tapu Koko,UsUm
786,Tapu Lele,UsUm
787,Tapu Bulu,UsUm
788,Tapu Fini,UsUm
789,Cosmog,UsUm
790,Cosmoem,UsUm
791,Solgaleo,UsUm
792,Lunala,UsUm
793,Nihilego,UsUm
794,Buzzwole,UsUm
795,Pheromosa,UsUm
796,Xurkitree,UsUm
797,Celesteela,UsUm
798,Kartana,UsUm
799,Guzzlord,UsUm
800,Necrozma,UsUm
801,Magearna,UsUm
802,Marshadow,UsUm
803,Poipole,UsUm
804,Naganadel,UsUm
805,Stakataka,UsUm
806,Blacephalon,UsUm
807,Zeraora,UsUm
