National_Dex,Pokemon,Series
130,Gyarados,DPPt
131,Lapras,DPPt
132,Ditto,DPPt
133,Eevee,DPPt
134,Vaporeon,DPPt
135,Jolteon,DPPt
136,Flareon,DPPt
137,Porygon,DPPt
138,Omanyte,DPPt
139,Omastar,DPPt
140,Kabuto,DPPt
141,Kabutops,DPPt
142,Aerodactyl,DPPt
143,Snorlax,DPPt
144,Articuno,DPPt
145,Zapdos,DPPt
146,Moltres,DPPt
147,Dratini,DPPt
148,Dragonair,DPPt
149,Dragonite,DPPt
161,Sentret,DPPt
162,Furret,DPPt
163,Hoothoot,DPPt
164,Noctowl,DPPt
165,Ledyba,DPPt
166,Ledian,DPPt
167,Spinarak,DPPt
168,Ariados,DPPt
169,Crobat,DPPt
170,Chinchou,DPPt
171,Lanturn,DPPt
172,Pichu,DPPt
173,Cleffa,DPPt
174,Igglybuff,DPPt
175,Togepi,DPPt
176,Togetic,DPPt
177,Natu,DPPt
178,Xatu,DPPt
179,Mareep,DPPt
180,Flaaffy,DPPt
181,Ampharos,DPPt
182,Bellossom,DPPt
183,Marill,DPPt
184,Azumarill,DPPt
185,Sudowoodo,DPPt
186,Politoed,DPPt
187,Hoppip,DPPt
188,Skiploom,DPPt
189,Jumpluff,DPPt
190,Aipom,DPPt
191,Sunkern,DPPt
192,Sunflora,DPPt
193,Yanma,DPPt
194,Wooper,DPPt
195,Quagsire,DPPt
196,Espeon,DPPt
197,Umbreon,DPPt
198,Murkrow,DPPt
199,Slowking,DPPt
200,Misdreavus,DPPt
201,Unown,DPPt
202,Wobbuffet,DPPt
203,Girafarig,DPPt
204,Pineco,DPPt
205,Forretress,DPPt
206,Dunsparce,DPPt
207,Gligar,DPPt
208,Steelix,DPPt
209,Snubbull,DPPt
210,Granbull,DPPt
211,Qwilfish,DPPt
212,Scizor,DPPt
213,Shuckle,DPPt
214,Heracross,DPPt
215,Sneasel,DPPt
216,Teddiursa,DPPt
217,Ursaring,DPPt
218,Slugma,DPPt
219,Magcargo,DPPt
220,Swinub,DPPt
221,Piloswine,DPPt
222,Corsola,DPPt
223,Remoraid,DPPt
224,Octillery,DPPt
225,Delibird,DPPt
226,Mantine,DPPt
227,Skarmory,DPPt
228,Houndour,DPPt
229,Houndoom,DPPt
230,Kingdra,DPPt
231,Phanpy,DPPt
232,Donphan,DPPt
233,Porygon2,DPPt
234,Stantler,DPPt
235,Smeargle,DPPt
236,Tyrogue,DPPt
237,Hitmontop,DPPt
238,Smoochum,DPPt
239,Elekid,DPPt
240,Magby,DPPt
241,Miltank,DPPt
242,Blissey,DPPt
246,Larvitar,DPPt
247,Pupitar,DPPt
248,Tyranitar,DPPt
261,Poochyena,DPPt
262,Mightyena,DPPt
263,Zigzagoon,DPPt
264,Linoone,DPPt
265,Wurmple,DPPt
266,Silcoon,DPPt
267,Beautifly,DPPt
268,Cascoon,DPPt
269,Dustox,DPPt
270,Lotad,DPPt
271,Lombre,DPPt
272,Ludicolo,DPPt
273,Seedot,DPPt
274,Nuzleaf,DPPt
275,Shiftry,DPPt
276,Taillow,DPPt
277,Swellow,DPPt
278,Wingull,DPPt
279,Pelipper,DPPt
280,Ralts,DPPt
281,Kirlia,DPPt
282,Gardevoir,DPPt
283,Surskit,DPPt
284,Masquerain,DPPt
285,Shroomish,DPPt
286,Breloom,DPPt
287,Slakoth,DPPt
288,Vigoroth,DPPt
289,Slaking,DPPt
290,Nincada,DPPt
291,Ninjask,DPPt
292,Shedinja,DPPt
293,Whismur,DPPt
294,Loudred,DPPt
295,Exploud,DPPt
296,Makuhita,DPPt
297,Hariyama,DPPt
298,Azurill,DPPt
299,Nosepass,DPPt
300,Skitty,DPPt
301,Delcatty,DPPt
302,Sableye,DPPt
303,Mawile,DPPt
304,Aron,DPPt
305,Lairon,DPPt
306,Aggron,DPPt
307,Meditite,DPPt
308,Medicham,DPPt
309,Electrike,DPPt
310,Manectric,DPPt
311,Plusle,DPPt
312,Minun,DPPt
313,Volbeat,DPPt
314,Illumise,DPPt
315,Roselia,DPPt
316,Gulpin,DPPt
317,Swalot,DPPt
318,Carvanha,DPPt
319,Sharpedo,DPPt
320,Wailmer,DPPt
321,Wailord,DPPt
322,Numel,DPPt
323,Camerupt,DPPt
324,Torkoal,DPPt
325,Spoink,DPPt
326,Grumpig,DPPt
327,Spinda,DPPt
328,Trapinch,DPPt
329,Vibrava,DPPt
330,Flygon,DPPt
331,Cacnea,DPPt
332,Cacturne,DPPt
333,Swablu,DPPt
334,Altaria,DPPt
335,Zangoose,DPPt
336,Seviper,DPPt
337,Lunatone,DPPt
338,Solrock,DPPt
339,Barboach,DPPt
340,Whiscash,DPPt
341,Corphish,DPPt
342,Crawdaunt,DPPt
343,Baltoy,DPPt
344,Claydol,DPPt
345,Lileep,DPPt
346,Cradily,DPPt
347,Anorith,DPPt
348,Armaldo,DPPt
349,Feebas,DPPt
350,Milotic,DPPt
351,Castform,DPPt
352,Kecleon,DPPt
353,Shuppet,DPPt
354,Banette,DPPt
355,Duskull,DPPt
356,Dusclops,DPPt
357,Tropius,DPPt
358,Chimecho,DPPt
359,Absol,DPPt
360,Wynaut,DPPt
361,Snorunt,DPPt
362,Glalie,DPPt
363,Spheal,DPPt
364,Sealeo,DPPt
365,Walrein,DPPt
366,Clamperl,DPPt
367,Huntail,DPPt
368,Gorebyss,DPPt
369,Relicanth,DPPt
370,Luvdisc,DPPt
371,Bagon,DPPt
372,Shelgon,DPPt
373,Salamence,DPPt
374,Beldum,DPPt
375,Metang,DPPt
376,Metagross,DPPt
377,Regirock,DPPt
378,Regice,DPPt
379,Registeel,DPPt
387,Turtwig,DPPt
388,Grotle,DPPt
389,Torterra,DPPt
390,Chimchar,DPPt
391,Monferno,DPPt
392,Infernape,DPPt
393,Piplup,DPPt
394,Prinplup,DPPt
395,Empoleon,DPPt
396,Starly,DPPt
397,Staravia,DPPt
398,Staraptor,DPPt
399,Bidoof,DPPt
400,Bibarel,DPPt
401,Kricketot,DPPt
402,Kricketune,DPPt
403,Shinx,DPPt
404,Luxio,DPPt
405,Luxray,DPPt
406,Budew,DPPt
407,Roserade,DPPt
408,Cranidos,DPPt
409,Rampardos,DPPt
410,Shieldon,DPPt
411,Bastiodon,DPPt
412,Burmy,DPPt
413,Wormadam,DPPt
414,Mothim,DPPt
415,Combee,DPPt
416,Vespiquen,DPPt
417,Pachirisu,DPPt
418,Buizel,DPPt
419,Floatzel,DPPt
420,Cherubi,DPPt
421,Cherrim,DPPt
422,Shellos,DPPt
423,Gastrodon,DPPt
424,Ambipom,DPPt
425,Drifloon,DPPt
426,Drifblim,DPPt
427,Buneary,DPPt
428,Lopunny,DPPt
429,Mismagius,DPPt
430,Honchkrow,DPPt
431,Glameow,DPPt
432,Purugly,DPPt
433,Chingling,DPPt
434,Stunky,DPPt
435,Skuntank,DPPt
436,Bronzor,DPPt
437,Bronzong,DPPt
438,Bonsly,DPPt
439,Mime Jr.,DPPt
440,Happiny,DPPt
441,Chatot,DPPt
442,Spiritomb,DPPt
443,Gible,DPPt
444,Gabite,DPPt
445,Garchomp,DPPt
446,Munchlax,DPPt
447,Riolu,DPPt
448,Lucario,DPPt
449,Hippopotas,DPPt
450,Hippowdon,DPPt
451,Skorupi,DPPt
452,Drapion,DPPt
453,Croagunk,DPPt
454,Toxicroak,DPPt
455,Carnivine,DPPt
456,Finneon,DPPt
457,Lumineon,DPPt
458,Mantyke,DPPt
459,Snover,DPPt
460,Abomasnow,DPPt
461,Weavile,DPPt
462,Magnezone,DPPt
463,Lickilicky,DPPt
464,Rhyperior,DPPt
465,Tangrowth,DPPt
466,Electivire,DPPt
467,Magmortar,DPPt
468,Togekiss,DPPt
469,Yanmega,DPPt
470,Leafeon,DPPt
471,Glaceon,DPPt
472,Gliscor,DPPt
473,Mamoswine,DPPt
474,Porygon-Z,DPPt
475,Gallade,DPPt
476,Probopass,DPPt
477,Dusknoir,DPPt
478,Froslass,DPPt
479,Rotom,DPPt
480,Uxie,DPPt
481,Mesprit,DPPt
482,Azelf,DPPt
483,Dialga,DPPt
484,Palkia,DPPt
485,Heatran,DPPt
486,Regigigas,DPPt
487,Giratina,DPPt
488,Cresselia,DPPt
489,Phione,DPPt
490,Manaphy,DPPt
491,Darkrai,DPPt
492,Shaymin,DPPt
493,Arceus,DPPt
