Regional Dex #,National_Dex,Pokemon,Dex
106,0163,Hoothoot,Sinnoh (DP)
107,0164,Noctowl,Sinnoh (DP)
108,0442,Spiritomb,Sinnoh (DP)
109,0443,Gible,Sinnoh (DP)
110,0444,Gabite,Sinnoh (DP)
111,0445,Garchomp,Sinnoh (DP)
112,0446,Munchlax,Sinnoh (DP)
113,0143,Snorlax,Sinnoh (DP)
114,0201,Unown,Sinnoh (DP)
115,0447,Riolu,Sinnoh (DP)
116,0448,Lucario,Sinnoh (DP)
117,0194,Wooper,Sinnoh (DP)
118,0195,Quagsire,Sinnoh (DP)
119,0278,Wingull,Sinnoh (DP)
120,0279,Pelipper,Sinnoh (DP)
121,0203,Girafarig,Sinnoh (DP)
122,0449,Hippopotas,Sinnoh (DP)
123,0450,Hippowdon,Sinnoh (DP)
124,0298,Azurill,Sinnoh (DP)
125,0183,Marill,Sinnoh (DP)
126,0184,Azumarill,Sinnoh (DP)
127,0451,Skorupi,Sinnoh (DP)
128,0452,Drapion,Sinnoh (DP)
129,0453,Croagunk,Sinnoh (DP)
130,0454,Toxicroak,Sinnoh (DP)
131,0455,Carnivine,Sinnoh (DP)
132,0223,Remoraid,Sinnoh (DP)
133,0224,Octillery,Sinnoh (DP)
134,0456,Finneon,Sinnoh (DP)
135,0457,Lumineon,Sinnoh (DP)
136,0072,Tentacool,Sinnoh (DP)
137,0073,Tentacruel,Sinnoh (DP)
138,0349,Feebas,Sinnoh (DP)
139,0350,Milotic,Sinnoh (DP)
140,0458,Mantyke,Sinnoh (DP)
141,0226,Mantine,Sinnoh (DP)
142,0459,Snover,Sinnoh (DP)
143,0460,Abomasnow,Sinnoh (DP)
144,0215,Sneasel,Sinnoh (DP)
145,0461,Weavile,Sinnoh (DP)
146,0480,Uxie,Sinnoh (DP)
147,0481,Mesprit,Sinnoh (DP)
148,0482,Azelf,Sinnoh (DP)
149,0483,Dialga,Sinnoh (DP)
150,0484,Palkia,Sinnoh (DP)
151,0490,Manaphy,Sinnoh (DP)
