Regional Dex #,National_Dex,Pokemon,Dex
62,0280,Ralts,Paldea
63,0281,Kirlia,Paldea
64,0282,Gardevoir,Paldea
65,0475,Gallade,Paldea
66,0096,Drowzee,Paldea
67,0097,Hypno,Paldea
68,0092,Gastly,Paldea
69,0093,Haunter,Paldea
70,0094,Gengar,Paldea
71,0924,Tandemaus,Paldea
72,0925,Maushold,Paldea
73,0172,Pichu,Paldea
74,0025,Pikachu,Paldea
75,0026,Raichu,Paldea
76,0926,Fidough,Paldea
77,0927,Dachsbun,Paldea
78,0287,Slakoth,Paldea
79,0288,Vigoroth,Paldea
80,0289,Slaking,Paldea
81,0761,Bounsweet,Paldea
82,0762,Steenee,Paldea
83,0763,Tsareena,Paldea
84,0928,Smoliv,Paldea
85,0929,Dolliv,Paldea
86,0930,Arboliva,Paldea
87,0438,Bonsly,Paldea
88,0185,Sudowoodo,Paldea
89,0744,Rockruff,Paldea
90,0745,Lycanroc,Paldea
91,0837,Rolycoly,Paldea
92,0838,Carkol,Paldea
93,0839,Coalossal,Paldea
94,0403,Shinx,Paldea
95,0404,Luxio,Paldea
96,0405,Luxray,Paldea
97,0396,Starly,Paldea
98,0397,Staravia,Paldea
99,0398,Staraptor,Paldea
100,0741,Oricorio,Paldea
101,0179,Mareep,Paldea
102,0180,Flaaffy,Paldea
103,0181,Ampharos,Paldea
104,0548,Petilil,Paldea
105,0549,Lilligant,Paldea
106,0285,Shroomish,Paldea
107,0286,Breloom,Paldea
108,0840,Applin,Paldea
109,0841,Flapple,Paldea
110,0842,Appletun,Paldea
111,0325,Spoink,Paldea
112,0326,Grumpig,Paldea
113,0931,Squawkabilly,Paldea
114,0200,Misdreavus,Paldea
115,0429,Mismagius,Paldea
116,0296,Makuhita,Paldea
117,0297,Hariyama,Paldea
118,0739,Crabrawler,Paldea
119,0740,Crabominable,Paldea
120,0757,Salandit,Paldea
121,0758,Salazzle,Paldea
122,0231,Phanpy,Paldea
123,0232,Donphan,Paldea
124,0878,Cufant,Paldea
125,0879,Copperajah,Paldea
126,0443,Gible,Paldea
127,0444,Gabite,Paldea
128,0445,Garchomp,Paldea
129,0932,Nacli,Paldea
130,0933,Naclstack,Paldea
131,0934,Garganacl,Paldea
132,0278,Wingull,Paldea
133,0279,Pelipper,Paldea
134,0129,Magikarp,Paldea
135,0130,Gyarados,Paldea
136,0846,Arrokuda,Paldea
137,0847,Barraskewda,Paldea
138,0550,Basculin,Paldea
139,0316,Gulpin,Paldea
140,0317,Swalot,Paldea
141,0052,Meowth,Paldea
142,0053,Persian,Paldea
143,0425,Drifloon,Paldea
144,0426,Drifblim,Paldea
145,0669,Flabébé,Paldea
146,0670,Floette,Paldea
147,0671,Florges,Paldea
148,0050,Diglett,Paldea
149,0051,Dugtrio,Paldea
150,0324,Torkoal,Paldea
151,0322,Numel,Paldea
152,0323,Camerupt,Paldea
153,0436,Bronzor,Paldea
154,0437,Bronzong,Paldea
155,0610,Axew,Paldea
156,0611,Fraxure,Paldea
157,0612,Haxorus,Paldea
158,0056,Mankey,Paldea
159,0057,Primeape,Paldea
160,0979,Annihilape,Paldea
161,0307,Meditite,Paldea
162,0308,Medicham,Paldea
163,0447,Riolu,Paldea
164,0448,Lucario,Paldea
165,0935,Charcadet,Paldea
166,0936,Armarouge,Paldea
167,0937,Ceruledge,Paldea
168,0339,Barboach,Paldea
169,0340,Whiscash,Paldea
170,0938,Tadbulb,Paldea
171,0939,Bellibolt,Paldea
172,0704,Goomy,Paldea
173,0705,Sliggoo,Paldea
174,0706,Goodra,Paldea
175,0453,Croagunk,Paldea
176,0454,Toxicroak,Paldea
177,0940,Wattrel,Paldea
178,0941,Kilowattrel,Paldea
179,0133,Eevee,Paldea
180,0134,Vaporeon,Paldea
181,0135,Jolteon,Paldea
182,0136,Flareon,Paldea
183,0196,Espeon,Paldea
184,0197,Umbreon,Paldea
185,0470,Leafeon,Paldea
186,0471,Glaceon,Paldea
187,0700,Sylveon,Paldea
188,0206,Dunsparce,Paldea
189,0982,Dudunsparce,Paldea
190,0585,Deerling,Paldea
191,0586,Sawsbuck,Paldea
192,0203,Girafarig,Paldea
193,0981,Farigiraf,Paldea
194,0088,Grimer,Paldea
195,0089,Muk,Paldea
196,0942,Maschiff,Paldea
197,0943,Mabosstiff,Paldea
198,0848,Toxel,Paldea
199,0849,Toxtricity,Paldea
200,0702,Dedenne,Paldea
201,0417,Pachirisu,Paldea
202,0944,Shroodle,Paldea
203,0945,Grafaiai,Paldea
204,0234,Stantler,Paldea
205,0590,Foongus,Paldea
206,0591,Amoonguss,Paldea
207,0100,Voltorb,Paldea
208,0101,Electrode,Paldea
209,0081,Magnemite,Paldea
210,0082,Magneton,Paldea
211,0462,Magnezone,Paldea
212,0132,Ditto,Paldea
213,0058,Growlithe,Paldea
214,0059,Arcanine,Paldea
215,0216,Teddiursa,Paldea
216,0217,Ursaring,Paldea
217,0335,Zangoose,Paldea
218,0336,Seviper,Paldea
219,0333,Swablu,Paldea
220,0334,Altaria,Paldea
221,0672,Skiddo,Paldea
222,0673,Gogoat,Paldea
223,0128,Tauros,Paldea
224,0667,Litleo,Paldea
225,0668,Pyroar,Paldea
226,0434,Stunky,Paldea
227,0435,Skuntank,Paldea
228,0570,Zorua,Paldea
229,0571,Zoroark,Paldea
230,0215,Sneasel,Paldea
231,0461,Weavile,Paldea
232,0198,Murkrow,Paldea
233,0430,Honchkrow,Paldea
234,0574,Gothita,Paldea
235,0575,Gothorita,Paldea
236,0576,Gothitelle,Paldea
237,0854,Sinistea,Paldea
238,0855,Polteageist,Paldea
239,0778,Mimikyu,Paldea
240,0707,Klefki,Paldea
241,0876,Indeedee,Paldea
242,0946,Bramblin,Paldea
243,0947,Brambleghast,Paldea
244,0948,Toedscool,Paldea
245,0949,Toedscruel,Paldea
246,0357,Tropius,Paldea
247,0753,Fomantis,Paldea
248,0754,Lurantis,Paldea
249,0950,Klawf,Paldea
250,0951,Capsakid,Paldea
251,0952,Scovillain,Paldea
252,0331,Cacnea,Paldea
253,0332,Cacturne,Paldea
254,0953,Rellor,Paldea
255,0954,Rabsca,Paldea
256,0048,Venonat,Paldea
257,0049,Venomoth,Paldea
258,0204,Pineco,Paldea
259,0205,Forretress,Paldea
260,0123,Scyther,Paldea
261,0212,Scizor,Paldea
262,0214,Heracross,Paldea
263,0955,Flittle,Paldea
264,0956,Espathra,Paldea
265,0449,Hippopotas,Paldea
266,0450,Hippowdon,Paldea
267,0551,Sandile,Paldea
268,0552,Krokorok,Paldea
269,0553,Krookodile,Paldea
270,0843,Silicobra,Paldea
271,0844,Sandaconda,Paldea
272,0749,Mudbray,Paldea
273,0750,Mudsdale,Paldea
274,0636,Larvesta,Paldea
275,0637,Volcarona,Paldea
276,0371,Bagon,Paldea
277,0372,Shelgon,Paldea
278,0373,Salamence,Paldea
279,0957,Tinkatink,Paldea
280,0958,Tinkatuff,Paldea
281,0959,Tinkaton,Paldea
282,0856,Hatenna,Paldea
283,0857,Hattrem,Paldea
284,0858,Hatterene,Paldea
285,0859,Impidimp,Paldea
286,0860,Morgrem,Paldea
287,0861,Grimmsnarl,Paldea
288,0960,Wiglett,Paldea
289,0961,Wugtrio,Paldea
290,0962,Bombirdier,Paldea
291,0963,Finizen,Paldea
292,0964,Palafin,Paldea
293,0965,Varoom,Paldea
294,0966,Revavroom,Paldea
295,0967,Cyclizar,Paldea
296,0968,Orthworm,Paldea
297,0302,Sableye,Paldea
298,0353,Shuppet,Paldea
299,0354,Banette,Paldea
300,0870,Falinks,Paldea
301,0701,Hawlucha,Paldea
302,0442,Spiritomb,Paldea
303,0714,Noibat,Paldea
304,0715,Noivern,Paldea
305,0885,Dreepy,Paldea
306,0886,Drakloak,Paldea
307,0887,Dragapult,Paldea
308,0969,Glimmet,Paldea
309,0970,Glimmora,Paldea
310,0479,Rotom,Paldea
311,0971,Greavard,Paldea
312,0972,Houndstone,Paldea
313,0765,Oranguru,Paldea
314,0766,Passimian,Paldea
315,0775,Komala,Paldea
316,0246,Larvitar,Paldea
317,0247,Pupitar,Paldea
318,0248,Tyranitar,Paldea
319,0874,Stonjourner,Paldea
320,0875,Eiscue,Paldea
321,0871,Pincurchin,Paldea
322,0769,Sandygast,Paldea
323,0770,Palossand,Paldea
324,0079,Slowpoke,Paldea
325,0080,Slowbro,Paldea
326,0199,Slowking,Paldea
327,0422,Shellos,Paldea
328,0423,Gastrodon,Paldea
329,0090,Shellder,Paldea
330,0091,Cloyster,Paldea
331,0211,Qwilfish,Paldea
332,0370,Luvdisc,Paldea
333,0456,Finneon,Paldea
334,0457,Lumineon,Paldea
335,0779,Bruxish,Paldea
336,0594,Alomomola,Paldea
337,0690,Skrelp,Paldea
338,0691,Dragalge,Paldea
339,0692,Clauncher,Paldea
340,0693,Clawitzer,Paldea
341,0602,Tynamo,Paldea
342,0603,Eelektrik,Paldea
343,0604,Eelektross,Paldea
344,0747,Mareanie,Paldea
345,0748,Toxapex,Paldea
346,0973,Flamigo,Paldea
347,0147,Dratini,Paldea
348,0148,Dragonair,Paldea
349,0149,Dragonite,Paldea
350,0872,Snom,Paldea
351,0873,Frosmoth,Paldea
352,0459,Snover,Paldea
353,0460,Abomasnow,Paldea
354,0225,Delibird,Paldea
355,0613,Cubchoo,Paldea
356,0614,Beartic,Paldea
357,0361,Snorunt,Paldea
358,0362,Glalie,Paldea
359,0478,Froslass,Paldea
360,0615,Cryogonal,Paldea
361,0974,Cetoddle,Paldea
362,0975,Cetitan,Paldea
363,0712,Bergmite,Paldea
364,0713,Avalugg,Paldea
365,0627,Rufflet,Paldea
366,0628,Braviary,Paldea
367,0624,Pawniard,Paldea
368,0625,Bisharp,Paldea
369,0983,Kingambit,Paldea
370,0633,Deino,Paldea
371,0634,Zweilous,Paldea
372,0635,Hydreigon,Paldea
373,0976,Veluza,Paldea
374,0977,Dondozo,Paldea
375,0978,Tatsugiri,Paldea
376,0984,Great Tusk,Paldea
377,0985,Scream Tail,Paldea
378,0986,Brute Bonnet,Paldea
379,0987,Flutter Mane,Paldea
380,0988,Slither Wing,Paldea
381,0989,Sandy Shocks,Paldea
382,0990,Iron Treads,Paldea
383,0991,Iron Bundle,Paldea
384,0992,Iron Hands,Paldea
385,0993,Iron Jugulis,Paldea
386,0994,Iron Moth,Paldea
387,0995,Iron Thorns,Paldea
388,0996,Frigibax,Paldea
389,0997,Arctibax,Paldea
390,0998,Baxcalibur,Paldea
391,0999,Gimmighoul,Paldea
392,1000,Gholdengo,Paldea
393,1001,Wo-Chien,Paldea
394,1002,Chien-Pao,Paldea
395,1003,Ting-Lu,Paldea
396,1004,Chi-Yu,Paldea
397,1005,Roaring Moon,Paldea
398,1006,Iron Valiant,Paldea
399,1007,Koraidon,Paldea
400,1008,Miraidon,Paldea
