National_Dex,Pokemon,Series
224,Octillery,B2W2
225,Delibird,B2W2
226,Mantine,B2W2
227,Skarmory,B2W2
230,Kingdra,B2W2
231,Phanpy,B2W2
232,Donphan,B2W2
239,Elekid,B2W2
240,Magby,B2W2
242,Blissey,B2W2
246,Larvitar,B2W2
247,Pupitar,B2W2
248,Tyranitar,B2W2
270,Lotad,B2W2
271,Lombre,B2W2
272,Ludicolo,B2W2
273,Seedot,B2W2
274,Nuzleaf,B2W2
275,Shiftry,B2W2
276,Taillow,B2W2
277,Swellow,B2W2
278,Wingull,B2W2
279,Pelipper,B2W2
280,Ralts,B2W2
281,Kirlia,B2W2
282,Gardevoir,B2W2
283,Surskit,B2W2
284,Masquerain,B2W2
285,Shroomish,B2W2
286,Breloom,B2W2
287,Slakoth,B2W2
288,Vigoroth,B2W2
289,Slaking,B2W2
296,Makuhita,B2W2
297,Hariyama,B2W2
298,Azurill,B2W2
299,Nosepass,B2W2
300,Skitty,B2W2
301,Delcatty,B2W2
302,Sableye,B2W2
303,Mawile,B2W2
304,Aron,B2W2
305,Lairon,B2W2
306,Aggron,B2W2
307,Meditite,B2W2
308,Medicham,B2W2
309,Electrike,B2W2
310,Manectric,B2W2
311,Plusle,B2W2
312,Minun,B2W2
313,Volbeat,B2W2
314,Illumise,B2W2
315,Roselia,B2W2
316,Gulpin,B2W2
317,Swalot,B2W2
318,Carvanha,B2W2
319,Sharpedo,B2W2
320,Wailmer,B2W2
321,Wailord,B2W2
322,Numel,B2W2
323,Camerupt,B2W2
325,Spoink,B2W2
326,Grumpig,B2W2
327,Spinda,B2W2
328,Trapinch,B2W2
329,Vibrava,B2W2
330,Flygon,B2W2
331,Cacnea,B2W2
332,Cacturne,B2W2
333,Swablu,B2W2
334,Altaria,B2W2
335,Zangoose,B2W2
336,Seviper,B2W2
337,Lunatone,B2W2
338,Solrock,B2W2
339,Barboach,B2W2
340,Whiscash,B2W2
341,Corphish,B2W2
342,Crawdaunt,B2W2
343,Baltoy,B2W2
344,Claydol,B2W2
345,Lileep,B2W2
346,Cradily,B2W2
347,Anorith,B2W2
348,Armaldo,B2W2
349,Feebas,B2W2
350,Milotic,B2W2
351,Castform,B2W2
352,Kecleon,B2W2
353,Shuppet,B2W2
354,Banette,B2W2
357,Tropius,B2W2
359,Absol,B2W2
360,Wynaut,B2W2
363,Spheal,B2W2
364,Sealeo,B2W2
365,Walrein,B2W2
366,Clamperl,B2W2
367,Huntail,B2W2
368,Gorebyss,B2W2
369,Relicanth,B2W2
370,Luvdisc,B2W2
371,Bagon,B2W2
372,Shelgon,B2W2
373,Salamence,B2W2
374,Beldum,B2W2
375,Metang,B2W2
376,Metagross,B2W2
377,Regirock,B2W2
378,Regice,B2W2
379,Registeel,B2W2
380,Latias,B2W2
381,Latios,B2W2
399,Bidoof,B2W2
400,Bibarel,B2W2
406,Budew,B2W2
407,Roserade,B2W2
408,Cranidos,B2W2
409,Rampardos,B2W2
410,Shieldon,B2W2
411,Bastiodon,B2W2
415,Combee,B2W2
416,Vespiquen,B2W2
417,Pachirisu,B2W2
418,Buizel,B2W2
419,Floatzel,B2W2
422,Shellos,B2W2
423,Gastrodon,B2W2
424,Ambipom,B2W2
425,Drifloon,B2W2
426,Drifblim,B2W2
427,Buneary,B2W2
428,Lopunny,B2W2
430,Honchkrow,B2W2
431,Glameow,B2W2
432,Purugly,B2W2
434,Stunky,B2W2
435,Skuntank,B2W2
436,Bronzor,B2W2
437,Bronzong,B2W2
438,Bonsly,B2W2
439,Mime Jr.,B2W2
440,Happiny,B2W2
441,Chatot,B2W2
442,Spiritomb,B2W2
443,Gible,B2W2
444,Gabite,B2W2
445,Garchomp,B2W2
446,Munchlax,B2W2
447,Riolu,B2W2
448,Lucario,B2W2
449,Hippopotas,B2W2
450,Hippowdon,B2W2
451,Skorupi,B2W2
452,Drapion,B2W2
453,Croagunk,B2W2
454,Toxicroak,B2W2
455,Carnivine,B2W2
456,Finneon,B2W2
457,Lumineon,B2W2
458,Mantyke,B2W2
461,Weavile,B2W2
462,Magnezone,B2W2
463,Lickilicky,B2W2
464,Rhyperior,B2W2
465,Tangrowth,B2W2
466,Electivire,B2W2
467,Magmortar,B2W2
468,Togekiss,B2W2
469,Yanmega,B2W2
470,Leafeon,B2W2
471,Glaceon,B2W2
472,Gliscor,B2W2
473,Mamoswine,B2W2
475,Gallade,B2W2
476,Probopass,B2W2
479,Rotom,B2W2
480,Uxie,B2W2
481,Mesprit,B2W2
482,Azelf,B2W2
483,Dialga,B2W2
484,Palkia,B2W2
485,Heatran,B2W2
486,Regigigas,B2W2
487,Giratina,B2W2
488,Cresselia,B2W2
495,Snivy,B2W2
496,Servine,B2W2
497,Serperior,B2W2
498,Tepig,B2W2
499,Pignite,B2W2
500,Emboar,B2W2
501,Oshawott,B2W2
502,Dewott,B2W2
503,Samurott,B2W2
504,Patrat,B2W2
505,Watchog,B2W2
506,Lillipup,B2W2
507,Herdier,B2W2
508,Stoutland,B2W2
509,Purrloin,B2W2
510,Liepard,B2W2
511,Pansage,B2W2
512,Simisage,B2W2
513,Pansear,B2W2
514,Simisear,B2W2
515,Panpour,B2W2
516,Simipour,B2W2
517,Munna,B2W2
518,Musharna,B2W2
519,Pidove,B2W2
520,Tranquill,B2W2
521,Unfezant,B2W2
522,Blitzle,B2W2
523,Zebstrika,B2W2
524,Roggenrola,B2W2
525,Boldore,B2W2
526,Gigalith,B2W2
527,Woobat,B2W2
528,Swoobat,B2W2
529,Drilbur,B2W2
530,Excadrill,B2W2
531,Audino,B2W2
532,Timburr,B2W2
533,Gurdurr,B2W2
534,Conkeldurr,B2W2
535,Tympole,B2W2
536,Palpitoad,B2W2
537,Seismitoad,B2W2
538,Throh,B2W2
539,Sawk,B2W2
540,Sewaddle,B2W2
541,Swadloon,B2W2
542,Leavanny,B2W2
543,Venipede,B2W2
544,Whirlipede,B2W2
545,Scolipede,B2W2
546,Cottonee,B2W2
547,Whimsicott,B2W2
548,Petilil,B2W2
549,Lilligant,B2W2
550,Basculin,B2W2
551,Sandile,B2W2
552,Krokorok,B2W2
553,Krookodile,B2W2
554,Darumaka,B2W2
555,Darmanitan,B2W2
556,Maractus,B2W2
557,Dwebble,B2W2
558,Crustle,B2W2
559,Scraggy,B2W2
560,Scrafty,B2W2
561,Sigilyph,B2W2
562,Yamask,B2W2
563,Cofagrigus,B2W2
564,Tirtouga,B2W2
565,Carracosta,B2W2
566,Archen,B2W2
567,Archeops,B2W2
568,Trubbish,B2W2
569,Garbodor,B2W2
570,Zorua,B2W2
571,Zoroark,B2W2
572,Minccino,B2W2
573,Cinccino,B2W2
574,Gothita,B2W2
575,Gothorita,B2W2
576,Gothitelle,B2W2
577,Solosis,B2W2
578,Duosion,B2W2
579,Reuniclus,B2W2
580,Ducklett,B2W2
581,Swanna,B2W2
582,Vanillite,B2W2
583,Vanillish,B2W2
584,Vanilluxe,B2W2
585,Deerling,B2W2
586,Sawsbuck,B2W2
587,Emolga,B2W2
588,Karrablast,B2W2
589,Escavalier,B2W2
590,Foongus,B2W2
591,Amoonguss,B2W2
592,Frillish,B2W2
593,Jellicent,B2W2
594,Alomomola,B2W2
595,Joltik,B2W2
596,Galvantula,B2W2
597,Ferroseed,B2W2
598,Ferrothorn,B2W2
599,Klink,B2W2
600,Klang,B2W2
601,Klinklang,B2W2
602,Tynamo,B2W2
603,Eelektrik,B2W2
604,Eelektross,B2W2
605,Elgyem,B2W2
606,Beheeyem,B2W2
607,Litwick,B2W2
608,Lampent,B2W2
609,Chandelure,B2W2
610,Axew,B2W2
611,Fraxure,B2W2
612,Haxorus,B2W2
613,Cubchoo,B2W2
614,Beartic,B2W2
615,Cryogonal,B2W2
616,Shelmet,B2W2
617,Accelgor,B2W2
618,Stunfisk,B2W2
619,Mienfoo,B2W2
620,Mienshao,B2W2
621,Druddigon,B2W2
622,Golett,B2W2
623,Golurk,B2W2
624,Pawniard,B2W2
625,Bisharp,B2W2
626,Bouffalant,B2W2
627,Rufflet,B2W2
628,Braviary,B2W2
629,Vullaby,B2W2
630,Mandibuzz,B2W2
631,Heatmor,B2W2
632,Durant,B2W2
633,Deino,B2W2
634,Zweilous,B2W2
635,Hydreigon,B2W2
636,Larvesta,B2W2
637,Volcarona,B2W2
638,Cobalion,B2W2
639,Terrakion,B2W2
640,Virizion,B2W2
643,Reshiram,B2W2
644,Zekrom,B2W2
646,Kyurem,B2W2
647,Keldeo,B2W2
648,Meloetta,B2W2
649,Genesect,B2W2
