Regional Dex #,National_Dex,Pokemon,Dex
135,0425,Drifloon,Isle_of_Armor
136,0426,Drifblim,Isle_of_Armor
137,0339,Barboach,Isle_of_Armor
138,0340,Whiscash,Isle_of_Armor
139,0298,Azurill,Isle_of_Armor
140,0183,Marill,Isle_of_Armor
141,0184,Azumarill,Isle_of_Armor
142,0060,Poliwag,Isle_of_Armor
143,0061,Poliwhirl,Isle_of_Armor
144,0062,Poliwrath,Isle_of_Armor
145,0186,Politoed,Isle_of_Armor
146,0054,Psyduck,Isle_of_Armor
147,0055,Golduck,Isle_of_Armor
148,0293,Whismur,Isle_of_Armor
149,0294,Loudred,Isle_of_Armor
150,0295,Exploud,Isle_of_Armor
151,0527,Woobat,Isle_of_Armor
152,0528,Swoobat,Isle_of_Armor
153,0227,Skarmory,Isle_of_Armor
154,0524,Roggenrola,Isle_of_Armor
155,0525,Boldore,Isle_of_Armor
156,0526,Gigalith,Isle_of_Armor
157,0744,Rockruff,Isle_of_Armor
158,0745,Lycanroc,Isle_of_Armor
159,0757,Salandit,Isle_of_Armor
160,0758,Salazzle,Isle_of_Armor
161,0559,Scraggy,Isle_of_Armor
162,0560,Scrafty,Isle_of_Armor
163,0619,Mienfoo,Isle_of_Armor
164,0620,Mienshao,Isle_of_Armor
165,0782,Jangmo-o,Isle_of_Armor
166,0783,Hakamo-o,Isle_of_Armor
167,0784,Kommo-o,Isle_of_Armor
168,0027,Sandshrew,Isle_of_Armor
169,0028,Sandslash,Isle_of_Armor
170,0104,Cubone,Isle_of_Armor
171,0105,Marowak,Isle_of_Armor
172,0115,Kangaskhan,Isle_of_Armor
173,0324,Torkoal,Isle_of_Armor
174,0843,Silicobra,Isle_of_Armor
175,0844,Sandaconda,Isle_of_Armor
176,0551,Sandile,Isle_of_Armor
177,0552,Krokorok,Isle_of_Armor
178,0553,Krookodile,Isle_of_Armor
179,0627,Rufflet,Isle_of_Armor
180,0628,Braviary,Isle_of_Armor
181,0629,Vullaby,Isle_of_Armor
182,0630,Mandibuzz,Isle_of_Armor
183,0111,Rhyhorn,Isle_of_Armor
184,0112,Rhydon,Isle_of_Armor
185,0464,Rhyperior,Isle_of_Armor
186,0636,Larvesta,Isle_of_Armor
187,0637,Volcarona,Isle_of_Armor
188,0170,Chinchou,Isle_of_Armor
189,0171,Lanturn,Isle_of_Armor
190,0320,Wailmer,Isle_of_Armor
191,0321,Wailord,Isle_of_Armor
192,0592,Frillish,Isle_of_Armor
193,0593,Jellicent,Isle_of_Armor
194,0690,Skrelp,Isle_of_Armor
195,0691,Dragalge,Isle_of_Armor
196,0692,Clauncher,Isle_of_Armor
197,0693,Clawitzer,Isle_of_Armor
198,0116,Horsea,Isle_of_Armor
199,0117,Seadra,Isle_of_Armor
200,0230,Kingdra,Isle_of_Armor
201,0548,Petilil,Isle_of_Armor
202,0549,Lilligant,Isle_of_Armor
203,0415,Combee,Isle_of_Armor
204,0416,Vespiquen,Isle_of_Armor
205,0102,Exeggcute,Isle_of_Armor
206,0103,Exeggutor,Isle_of_Armor
207,0132,Ditto,Isle_of_Armor
208,0137,Porygon,Isle_of_Armor
209,0233,Porygon2,Isle_of_Armor
210,0474,Porygon-Z,Isle_of_Armor
211,0893,Zarude,Isle_of_Armor
