Regional Dex #,National_Dex,Pokemon,Dex
63,0300,Skitty,Hoenn (ORAS)
64,0301,Delcatty,Hoenn (ORAS)
65,0041,Zubat,Hoenn (ORAS)
66,0042,Golbat,Hoenn (ORAS)
67,0169,Crobat,Hoenn (ORAS)
68,0072,Tentacool,Hoenn (ORAS)
69,0073,Tentacruel,Hoenn (ORAS)
70,0302,Sableye,Hoenn (ORAS)
71,0303,Mawile,Hoenn (ORAS)
72,0304,Aron,Hoenn (ORAS)
73,0305,Lairon,Hoenn (ORAS)
74,0306,Aggron,Hoenn (ORAS)
75,0066,Machop,Hoenn (ORAS)
76,0067,Machoke,Hoenn (ORAS)
77,0068,Machamp,Hoenn (ORAS)
78,0307,Meditite,Hoenn (ORAS)
79,0308,Medicham,Hoenn (ORAS)
80,0309,Electrike,Hoenn (ORAS)
81,0310,Manectric,Hoenn (ORAS)
82,0311,Plusle,Hoenn (ORAS)
83,0312,Minun,Hoenn (ORAS)
84,0081,Magnemite,Hoenn (ORAS)
85,0082,Magneton,Hoenn (ORAS)
86,0462,Magnezone,Hoenn (ORAS)
87,0100,Voltorb,Hoenn (ORAS)
88,0101,Electrode,Hoenn (ORAS)
89,0313,Volbeat,Hoenn (ORAS)
90,0314,Illumise,Hoenn (ORAS)
91,0043,Oddish,Hoenn (ORAS)
92,0044,Gloom,Hoenn (ORAS)
93,0045,Vileplume,Hoenn (ORAS)
94,0182,Bellossom,Hoenn (ORAS)
95,0084,Doduo,Hoenn (ORAS)
96,0085,Dodrio,Hoenn (ORAS)
97,0406,Budew,Hoenn (ORAS)
98,0315,Roselia,Hoenn (ORAS)
99,0407,Roserade,Hoenn (ORAS)
100,0316,Gulpin,Hoenn (ORAS)
101,0317,Swalot,Hoenn (ORAS)
102,0318,Carvanha,Hoenn (ORAS)
103,0319,Sharpedo,Hoenn (ORAS)
104,0320,Wailmer,Hoenn (ORAS)
105,0321,Wailord,Hoenn (ORAS)
106,0322,Numel,Hoenn (ORAS)
107,0323,Camerupt,Hoenn (ORAS)
108,0218,Slugma,Hoenn (ORAS)
109,0219,Magcargo,Hoenn (ORAS)
110,0324,Torkoal,Hoenn (ORAS)
111,0088,Grimer,Hoenn (ORAS)
112,0089,Muk,Hoenn (ORAS)
113,0109,Koffing,Hoenn (ORAS)
114,0110,Weezing,Hoenn (ORAS)
115,0325,Spoink,Hoenn (ORAS)
116,0326,Grumpig,Hoenn (ORAS)
117,0027,Sandshrew,Hoenn (ORAS)
118,0028,Sandslash,Hoenn (ORAS)
119,0327,Spinda,Hoenn (ORAS)
120,0227,Skarmory,Hoenn (ORAS)
121,0328,Trapinch,Hoenn (ORAS)
122,0329,Vibrava,Hoenn (ORAS)
123,0330,Flygon,Hoenn (ORAS)
124,0331,Cacnea,Hoenn (ORAS)
125,0332,Cacturne,Hoenn (ORAS)
126,0333,Swablu,Hoenn (ORAS)
127,0334,Altaria,Hoenn (ORAS)
128,0335,Zangoose,Hoenn (ORAS)
129,0336,Seviper,Hoenn (ORAS)
130,0337,Lunatone,Hoenn (ORAS)
131,0338,Solrock,Hoenn (ORAS)
132,0339,Barboach,Hoenn (ORAS)
133,0340,Whiscash,Hoenn (ORAS)
134,0341,Corphish,Hoenn (ORAS)
135,0342,Crawdaunt,Hoenn (ORAS)
136,0343,Baltoy,Hoenn (ORAS)
137,0344,Claydol,Hoenn (ORAS)
138,0345,Lileep,Hoenn (ORAS)
139,0346,Cradily,Hoenn (ORAS)
140,0347,Anorith,Hoenn (ORAS)
141,0348,Armaldo,Hoenn (ORAS)
142,0174,Igglybuff,Hoenn (ORAS)
143,0039,Jigglypuff,Hoenn (ORAS)
144,0040,Wigglytuff,Hoenn (ORAS)
145,0349,Feebas,Hoenn (ORAS)
146,0350,Milotic,Hoenn (ORAS)
147,0351,Castform,Hoenn (ORAS)
148,0120,Staryu,Hoenn (ORAS)
149,0121,Starmie,Hoenn (ORAS)
150,0352,Kecleon,Hoenn (ORAS)
151,0353,Shuppet,Hoenn (ORAS)
152,0354,Banette,Hoenn (ORAS)
153,0355,Duskull,Hoenn (ORAS)
154,0356,Dusclops,Hoenn (ORAS)
155,0477,Dusknoir,Hoenn (ORAS)
156,0357,Tropius,Hoenn (ORAS)
157,0433,Chingling,Hoenn (ORAS)
158,0358,Chimecho,Hoenn (ORAS)
159,0359,Absol,Hoenn (ORAS)
160,0037,Vulpix,Hoenn (ORAS)
161,0038,Ninetales,Hoenn (ORAS)
162,0172,Pichu,Hoenn (ORAS)
163,0025,Pikachu,Hoenn (ORAS)
164,0026,Raichu,Hoenn (ORAS)
165,0054,Psyduck,Hoenn (ORAS)
166,0055,Golduck,Hoenn (ORAS)
167,0360,Wynaut,Hoenn (ORAS)
168,0202,Wobbuffet,Hoenn (ORAS)
169,0177,Natu,Hoenn (ORAS)
170,0178,Xatu,Hoenn (ORAS)
171,0203,Girafarig,Hoenn (ORAS)
172,0231,Phanpy,Hoenn (ORAS)
173,0232,Donphan,Hoenn (ORAS)
174,0127,Pinsir,Hoenn (ORAS)
175,0214,Heracross,Hoenn (ORAS)
176,0111,Rhyhorn,Hoenn (ORAS)
177,0112,Rhydon,Hoenn (ORAS)
178,0464,Rhyperior,Hoenn (ORAS)
179,0361,Snorunt,Hoenn (ORAS)
180,0362,Glalie,Hoenn (ORAS)
181,0478,Froslass,Hoenn (ORAS)
182,0363,Spheal,Hoenn (ORAS)
183,0364,Sealeo,Hoenn (ORAS)
184,0365,Walrein,Hoenn (ORAS)
185,0366,Clamperl,Hoenn (ORAS)
186,0367,Huntail,Hoenn (ORAS)
187,0368,Gorebyss,Hoenn (ORAS)
188,0369,Relicanth,Hoenn (ORAS)
189,0222,Corsola,Hoenn (ORAS)
190,0170,Chinchou,Hoenn (ORAS)
191,0171,Lanturn,Hoenn (ORAS)
192,0370,Luvdisc,Hoenn (ORAS)
193,0116,Horsea,Hoenn (ORAS)
194,0117,Seadra,Hoenn (ORAS)
195,0230,Kingdra,Hoenn (ORAS)
196,0371,Bagon,Hoenn (ORAS)
197,0372,Shelgon,Hoenn (ORAS)
198,0373,Salamence,Hoenn (ORAS)
199,0374,Beldum,Hoenn (ORAS)
200,0375,Metang,Hoenn (ORAS)
201,0376,Metagross,Hoenn (ORAS)
202,0377,Regirock,Hoenn (ORAS)
203,0378,Regice,Hoenn (ORAS)
204,0379,Registeel,Hoenn (ORAS)
205,0380,Latias,Hoenn (ORAS)
206,0381,Latios,Hoenn (ORAS)
207,0382,Kyogre,Hoenn (ORAS)
208,0383,Groudon,Hoenn (ORAS)
209,0384,Rayquaza,Hoenn (ORAS)
210,0385,Jirachi,Hoenn (ORAS)
211,0386,Deoxys,Hoenn (ORAS)
