National_Dex,Pokemon,Series
347,Anorith,HgSs
348,Armaldo,HgSs
349,Feebas,HgSs
350,Milotic,HgSs
351,Castform,HgSs
352,Kecleon,HgSs
353,Shuppet,HgSs
354,Banette,HgSs
355,Duskull,HgSs
356,Dusclops,HgSs
357,Tropius,HgSs
358,Chimecho,HgSs
359,Absol,HgSs
360,Wynaut,HgSs
361,Snorunt,HgSs
362,Glalie,HgSs
363,Spheal,HgSs
364,Sealeo,HgSs
365,Walrein,HgSs
366,Clamperl,HgSs
367,Huntail,HgSs
368,Gorebyss,HgSs
369,Relicanth,HgSs
370,Luvdisc,HgSs
371,Bagon,HgSs
372,Shelgon,HgSs
373,Salamence,HgSs
374,Beldum,HgSs
375,Metang,HgSs
376,Metagross,HgSs
380,Latias,HgSs
381,Latios,HgSs
382,Kyogre,HgSs
383,Groudon,HgSs
384,Rayquaza,HgSs
396,Starly,HgSs
397,Staravia,HgSs
398,Staraptor,HgSs
399,Bidoof,HgSs
400,Bibarel,HgSs
401,Kricketot,HgSs
402,Kricketune,HgSs
403,Shinx,HgSs
404,Luxio,HgSs
405,Luxray,HgSs
406,Budew,HgSs
407,Roserade,HgSs
412,Burmy,HgSs
413,Wormadam,HgSs
414,Mothim,HgSs
415,Combee,HgSs
416,Vespiquen,HgSs
417,Pachirisu,HgSs
418,Buizel,HgSs
419,Floatzel,HgSs
420,Cherubi,HgSs
421,Cherrim,HgSs
422,Shellos,HgSs
423,Gastrodon,HgSs
424,Ambipom,HgSs
427,Buneary,HgSs
428,Lopunny,HgSs
429,Mismagius,HgSs
430,Honchkrow,HgSs
433,Chingling,HgSs
436,Bronzor,HgSs
437,Bronzong,HgSs
438,Bonsly,HgSs
439,Mime Jr.,HgSs
440,Happiny,HgSs
441,Chatot,HgSs
442,Spiritomb,HgSs
443,Gible,HgSs
444,Gabite,HgSs
445,Garchomp,HgSs
446,Munchlax,HgSs
447,Riolu,HgSs
448,Lucario,HgSs
449,Hippopotas,HgSs
450,Hippowdon,HgSs
451,Skorupi,HgSs
452,Drapion,HgSs
453,Croagunk,HgSs
454,Toxicroak,HgSs
455,Carnivine,HgSs
456,Finneon,HgSs
457,Lumineon,HgSs
458,Mantyke,HgSs
459,Snover,HgSs
460,Abomasnow,HgSs
461,Weavile,HgSs
463,Lickilicky,HgSs
464,Rhyperior,HgSs
465,Tangrowth,HgSs
466,Electivire,HgSs
467,Magmortar,HgSs
468,Togekiss,HgSs
469,Yanmega,HgSs
472,Gliscor,HgSs
473,Mamoswine,HgSs
474,Porygon-Z,HgSs
475,Gallade,HgSs
477,Dusknoir,HgSs
478,Froslass,HgSs
483,Dialga,HgSs
484,Palkia,HgSs
487,Giratina,HgSs
