National_Dex, Pokemon    , Form         , Obtainability, Series
         151, Mew        ,              , True         , BdSp
         152, Chikorita  ,              , True         , BdSp
         153, Bayleef    ,              , True         , BdSp
         154, Meganium   ,              , True         , BdSp
         155, Cyndaquil  ,              , True         , BdSp
         156, Quilava    ,              , True         , BdSp
         157, Typhlosion ,              , True         , BdSp
         158, Totodile   ,              , True         , BdSp
         159, Croconaw   ,              , True         , BdSp
         160, Feraligatr ,              , True         , BdSp
         161, Sentret    ,              , True         , BdSp
         162, Furret     ,              , True         , BdSp
         163, Hoothoot   ,              , True         , BdSp
         164, Noctowl    ,              , True         , BdSp
         165, Ledyba     ,              , True         , BdSp
         166, Ledian     ,              , True         , BdSp
         167, Spinarak   ,              , True         , BdSp
         168, Ariados    ,              , True         , BdSp
         169, Crobat     ,              , True         , BdSp
         170, Chinchou   ,              , True         , BdSp
         171, Lanturn    ,              , True         , BdSp
         172, Pichu      ,              , True         , BdSp
         173, Cleffa     ,              , True         , BdSp
         174, Igglybuff  ,              , True         , BdSp
         175, Togepi     ,              , True         , BdSp
         176, Togetic    ,              , True         , BdSp
         177, Natu       ,              , True         , BdSp
         178, Xatu       ,              , True         , BdSp
         179, Mareep     ,              , True         , BdSp
         180, Flaaffy    ,              , True         , BdSp
         181, Ampharos   ,              , True         , BdSp
         182, Bellossom  ,              , True         , BdSp
         183, Marill     ,              , True         , BdSp
         184, Azumarill  ,              , True         , BdSp
         185, Sudowoodo  ,              , True         , BdSp
         186, Politoed   ,              , True         , BdSp
         187, Hoppip     ,              , True         , BdSp
         188, Skiploom   ,              , True         , BdSp
         189, Jumpluff   ,              , True         , BdSp
         190, Aipom      ,              , True         , BdSp
         191, Sunkern    ,              , True         , BdSp
         192, Sunflora   ,              , True         , BdSp
         193, Yanma      ,              , True         , BdSp
         194, Wooper     ,              , True         , BdSp
         195, Quagsire   ,              , True         , BdSp
         196, Espeon     ,              , True         , BdSp
         197, Umbreon    ,              , True         , BdSp
         198, Murkrow    ,              , True         , BdSp
         199, Slowking   ,              , True         , BdSp
         200, Misdreavus ,              , True         , BdSp
         201, Unown      ,              , True         , BdSp
         202, Wobbuffet  ,              , True         , BdSp
         203, Girafarig  ,              , True         , BdSp
         204, Pineco     ,              , True         , BdSp
         205, Forretress ,              , True         , BdSp
         206, Dunsparce  ,              , True         , BdSp
         207, Gligar     ,              , True         , BdSp
         208, Steelix    ,              , True         , BdSp
         209, Snubbull   ,              , True         , BdSp
         210, Granbull   ,              , True         , BdSp
         211, Qwilfish   ,              , True         , BdSp
         212, Scizor     ,              , True         , BdSp
         213, Shuckle    ,              , True         , BdSp
         214, Heracross  ,              , True         , BdSp
         215, Sneasel    ,              , True         , BdSp
         216, Teddiursa  ,              , True         , BdSp
         217, Ursaring   ,              , True         , BdSp
         218, Slugma     ,              , True         , BdSp
         219, Magcargo   ,              , True         , BdSp
         220, Swinub     ,              , True         , BdSp
         221, Piloswine  ,              , True         , BdSp
         222, Corsola    ,              , True         , BdSp
         223, Remoraid   ,              , True         , BdSp
         224, Octillery  ,              , True         , BdSp
         225, Delibird   ,              , True         , BdSp
         226, Mantine    ,              , True         , BdSp
         227, Skarmory   ,              , True         , BdSp
         228, Houndour   ,              , True         , BdSp
         229, Houndoom   ,              , True         , BdSp
         230, Kingdra    ,              , True         , BdSp
         231, Phanpy     ,              , True         , BdSp
         232, Donphan    ,              , True         , BdSp
         233, Porygon2   ,              , True         , BdSp
         234, Stantler   ,              , True         , BdSp
         235, Smeargle   ,              , True         , BdSp
         236, Tyrogue    ,              , True         , BdSp
         237, Hitmontop  ,              , True         , BdSp
         238, Smoochum   ,              , True         , BdSp
         239, Elekid     ,              , True         , BdSp
         240, Magby      ,              , True         , BdSp
         241, Miltank    ,              , True         , BdSp
         242, Blissey    ,              , True         , BdSp
         243, Raikou     ,              , True         , BdSp
         244, Entei      ,              , True         , BdSp
         245, Suicune    ,              , True         , BdSp
         246, Larvitar   ,              , True         , BdSp
         247, Pupitar    ,              , True         , BdSp
         248, Tyranitar  ,              , True         , BdSp
         249, Lugia      ,              , True         , BdSp
         250, Ho-Oh      ,              , True         , BdSp
         251, Celebi     ,              , True         , BdSp
         252, Treecko    ,              , True         , BdSp
         253, Grovyle    ,              , True         , BdSp
         254, Sceptile   ,              , True         , BdSp
         255, Torchic    ,              , True         , BdSp
         256, Combusken  ,              , True         , BdSp
         257, Blaziken   ,              , True         , BdSp
         258, Mudkip     ,              , True         , BdSp
         259, Marshtomp  ,              , True         , BdSp
         260, Swampert   ,              , True         , BdSp
         261, Poochyena  ,              , True         , BdSp
         262, Mightyena  ,              , True         , BdSp
         263, Zigzagoon  ,              , True         , BdSp
         264, Linoone    ,              , True         , BdSp
         265, Wurmple    ,              , True         , BdSp
         266, Silcoon    ,              , True         , BdSp
         267, Beautifly  ,              , True         , BdSp
         268, Cascoon    ,              , True         , BdSp
         269, Dustox     ,              , True         , BdSp
         270, Lotad      ,              , True         , BdSp
         271, Lombre     ,              , True         , BdSp
         272, Ludicolo   ,              , True         , BdSp
         273, Seedot     ,              , True         , BdSp
         274, Nuzleaf    ,              , True         , BdSp
         275, Shiftry    ,              , True         , BdSp
         276, Taillow    ,              , True         , BdSp
         277, Swellow    ,              , True         , BdSp
         278, Wingull    ,              , True         , BdSp
         279, Pelipper   ,              , True         , BdSp
         280, Ralts      ,              , True         , BdSp
         281, Kirlia     ,              , True         , BdSp
         282, Gardevoir  ,              , True         , BdSp
         283, Surskit    ,              , True         , BdSp
         284, Masquerain ,              , True         , BdSp
         285, Shroomish  ,              , True         , BdSp
         286, Breloom    ,              , True         , BdSp
         287, Slakoth    ,              , True         , BdSp
         288, Vigoroth   ,              , True         , BdSp
         289, Slaking    ,              , True         , BdSp
         290, Nincada    ,              , True         , BdSp
         291, Ninjask    ,              , True         , BdSp
         292, Shedinja   ,              , True         , BdSp
         293, Whismur    ,              , True         , BdSp
         294, Loudred    ,              , True         , BdSp
         295, Exploud    ,              , True         , BdSp
         296, Makuhita   ,              , True         , BdSp
         297, Hariyama   ,              , True         , BdSp
         298, Azurill    ,              , True         , BdSp
         299, Nosepass   ,              , True         , BdSp
         300, Skitty     ,              , True         , BdSp
         301, Delcatty   ,              , True         , BdSp
         302, Sableye    ,              , True         , BdSp
         303, Mawile     ,              , True         , BdSp
         304, Aron       ,              , True         , BdSp
         305, Lairon     ,              , True         , BdSp
         306, Aggron     ,              , True         , BdSp
         307, Meditite   ,              , True         , BdSp
         308, Medicham   ,              , True         , BdSp
         309, Electrike  ,              , True         , BdSp
         310, Manectric  ,              , True         , BdSp
         311, Plusle     ,              , True         , BdSp
         312, Minun      ,              , True         , BdSp
         313, Volbeat    ,              , True         , BdSp
         314, Illumise   ,              , True         , BdSp
         315, Roselia    ,              , True         , BdSp
         316, Gulpin     ,              , True         , BdSp
         317, Swalot     ,              , True         , BdSp
         318, Carvanha   ,              , True         , BdSp
         319, Sharpedo   ,              , True         , BdSp
         320, Wailmer    ,              , True         , BdSp
         321, Wailord    ,              , True         , BdSp
         322, Numel      ,              , True         , BdSp
         323, Camerupt   ,              , True         , BdSp
         324, Torkoal    ,              , True         , BdSp
         325, Spoink     ,              , True         , BdSp
         326, Grumpig    ,              , True         , BdSp
         327, Spinda     ,              , True         , BdSp
         328, Trapinch   ,              , True         , BdSp
         329, Vibrava    ,              , True         , BdSp
         330, Flygon     ,              , True         , BdSp
         331, Cacnea     ,              , True         , BdSp
         332, Cacturne   ,              , True         , BdSp
         333, Swablu     ,              , True         , BdSp
         334, Altaria    ,              , True         , BdSp
         335, Zangoose   ,              , True         , BdSp
         336, Seviper    ,              , True         , BdSp
         337, Lunatone   ,              , True         , BdSp
         338, Solrock    ,              , True         , BdSp
         339, Barboach   ,              , True         , BdSp
         340, Whiscash   ,              , True         , BdSp
         341, Corphish   ,              , True         , BdSp
         342, Crawdaunt  ,              , True         , BdSp
         343, Baltoy     ,              , True         , BdSp
         344, Claydol    ,              , True         , BdSp
         345, Lileep     ,              , True         , BdSp
         346, Cradily    ,              , True         , BdSp
         347, Anorith    ,              , True         , BdSp
         348, Armaldo    ,              , True         , BdSp
         349, Feebas     ,              , True         , BdSp
         350, Milotic    ,              , True         , BdSp
         351, Castform   ,              , True         , BdSp
         352, Kecleon    ,              , True         , BdSp
         353, Shuppet    ,              , True         , BdSp
         354, Banette    ,              , True         , BdSp
         355, Duskull    ,              , True         , BdSp
         356, Dusclops   ,              , True         , BdSp
         357, Tropius    ,              , True         , BdSp
         358, Chimecho   ,              , True         , BdSp
         359, Absol      ,              , True         , BdSp
         360, Wynaut     ,              , True         , BdSp
         361, Snorunt    ,              , True         , BdSp
         362, Glalie     ,              , True         , BdSp
         363, Spheal     ,              , True         , BdSp
         364, Sealeo     ,              , True         , BdSp
         365, Walrein    ,              , True         , BdSp
         366, Clamperl   ,              , True         , BdSp
         367, Huntail    ,              , True         , BdSp
         368, Gorebyss   ,              , True         , BdSp
         369, Relicanth  ,              , True         , BdSp
         370, Luvdisc    ,              , True         , BdSp
         371, Bagon      ,              , True         , BdSp
         372, Shelgon    ,              , True         , BdSp
         373, Salamence  ,              , True         , BdSp
         374, Beldum     ,              , True         , BdSp
         375, Metang     ,              , True         , BdSp
         376, Metagross  ,              , True         , BdSp
         377, Regirock   ,              , True         , BdSp
         378, Regice     ,              , True         , BdSp
         379, Registeel  ,              , True         , BdSp
         380, Latias     ,              , True         , BdSp
         381, Latios     ,              , True         , BdSp
         382, Kyogre     ,              , True         , BdSp
         383, Groudon    ,              , True         , BdSp
         384, Rayquaza   ,              , True         , BdSp
         385, Jirachi    ,              , True         , BdSp
         386, Deoxys     ,              , True         , BdSp
         386, Deoxys     , Attack Forme , True         , BdSp
         386, Deoxys     , Defense Forme, True         , BdSp
         386, Deoxys     , Speed Forme  , True         , BdSp
         387, Turtwig    ,              , True         , BdSp
         388, Grotle     ,              , True         , BdSp
         389, Torterra   ,              , True         , BdSp
         390, Chimchar   ,              , True         , BdSp
         391, Monferno   ,              , True         , BdSp
         392, Infernape  ,              , True         , BdSp
         393, Piplup     ,              , True         , BdSp
         394, Prinplup   ,              , True         , BdSp
         395, Empoleon   ,              , True         , BdSp
         396, Starly     ,              , True         , BdSp
         397, Staravia   ,              , True         , BdSp
         398, Staraptor  ,              , True         , BdSp
         399, Bidoof     ,              , True         , BdSp
         400, Bibarel    ,              , True         , BdSp
         401, Kricketot  ,              , True         , BdSp
         402, Kricketune ,              , True         , BdSp
         403, Shinx      ,              , True         , BdSp
         404, Luxio      ,              , True         , BdSp
         405, Luxray     ,              , True         , BdSp
         406, Budew      ,              , True         , BdSp
         407, Roserade   ,              , True         , BdSp
         408, Cranidos   ,              , True         , BdSp
         409, Rampardos  ,              , True         , BdSp
         410, Shieldon   ,              , True         , BdSp
         411, Bastiodon  ,              , True         , BdSp
         412, Burmy      ,              , True         , BdSp
         413, Wormadam   ,              , True         , BdSp
         413, Wormadam   , Sandy Cloak  , True         , BdSp
         413, Wormadam   , Trash Cloak  , True         , BdSp
         414, Mothim     ,              , True         , BdSp
         415, Combee     ,              , True         , BdSp
         416, Vespiquen  ,              , True         , BdSp
         417, Pachirisu  ,              , True         , BdSp
         418, Buizel     ,              , True         , BdSp
         419, Floatzel   ,              , True         , BdSp
         420, Cherubi    ,              , True         , BdSp
         421, Cherrim    ,              , True         , BdSp
         422, Shellos    ,              , True         , BdSp
         422, Shellos    , West Sea     , True         , BdSp
         423, Gastrodon  ,              , True         , BdSp
         423, Gastrodon  , West Sea     , True         , BdSp
         424, Ambipom    ,              , True         , BdSp
         425, Drifloon   ,              , True         , BdSp
         426, Drifblim   ,              , True         , BdSp
         427, Buneary    ,              , True         , BdSp
         428, Lopunny    ,              , True         , BdSp
         429, Mismagius  ,              , True         , BdSp
         430, Honchkrow  ,              , True         , BdSp
         431, Glameow    ,              , True         , BdSp
         432, Purugly    ,              , True         , BdSp
         433, Chingling  ,              , True         , BdSp
         434, Stunky     ,              , True         , BdSp
         435, Skuntank   ,              , True         , BdSp
         436, Bronzor    ,              , True         , BdSp
         437, Bronzong   ,              , True         , BdSp
         438, Bonsly     ,              , True         , BdSp
         439, Mime Jr.   ,              , True         , BdSp
         440, Happiny    ,              , True         , BdSp
         441, Chatot     ,              , True         , BdSp
         442, Spiritomb  ,              , True         , BdSp
         443, Gible      ,              , True         , BdSp
         444, Gabite     ,              , True         , BdSp
         445, Garchomp   ,              , True         , BdSp
         446, Munchlax   ,              , True         , BdSp
         447, Riolu      ,              , True         , BdSp
         448, Lucario    ,              , True         , BdSp
         449, Hippopotas ,              , True         , BdSp
         450, Hippowdon  ,              , True         , BdSp
         451, Skorupi    ,              , True         , BdSp
         452, Drapion    ,              , True         , BdSp
         453, Croagunk   ,              , True         , BdSp
         454, Toxicroak  ,              , True         , BdSp
         455, Carnivine  ,              , True         , BdSp
         456, Finneon    ,              , True         , BdSp
         457, Lumineon   ,              , True         , BdSp
         458, Mantyke    ,              , True         , BdSp
         459, Snover     ,              , True         , BdSp
         460, Abomasnow  ,              , True         , BdSp
         461, Weavile    ,              , True         , BdSp
         462, Magnezone  ,              , True         , BdSp
         463, Lickilicky ,              , True         , BdSp
         464, Rhyperior  ,              , True         , BdSp
         465, Tangrowth  ,              , True         , BdSp
         466, Electivire ,              , True         , BdSp
         467, Magmortar  ,              , True         , BdSp
         468, Togekiss   ,              , True         , BdSp
         469, Yanmega    ,              , True         , BdSp
         470, Leafeon    ,              , True         , BdSp
         471, Glaceon    ,              , True         , BdSp
         472, Gliscor    ,              , True         , BdSp
         473, Mamoswine  ,              , True         , BdSp
         474, Porygon-Z  ,              , True         , BdSp
         475, Gallade    ,              , True         , BdSp
         476, Probopass  ,              , True         , BdSp
         477, Dusknoir   ,              , True         , BdSp
         478, Froslass   ,              , True         , BdSp
         479, Rotom      ,              , True         , BdSp
         479, Heat Rotom ,              , True         , BdSp
         479, Wash Rotom ,              , True         , BdSp
         479, Frost Rotom,              , True         , BdSp
         479, Fan Rotom  ,              , True         , BdSp
         479, Mow Rotom  ,              , True         , BdSp
         480, Uxie       ,              , True         , BdSp
         481, Mesprit    ,              , True         , BdSp
         482, Azelf      ,              , True         , BdSp
         483, Dialga     ,              , True         , BdSp
         484, Palkia     ,              , True         , BdSp
         485, Heatran    ,              , True         , BdSp
         486, Regigigas  ,              , True         , BdSp
         487, Giratina   , Altered Forme, True         , BdSp
         487, Giratina   , Origin Forme , True         , BdSp
         488, Cresselia  ,              , True         , BdSp
         489, Phione     ,              , True         , BdSp
         490, Manaphy    ,              , True         , BdSp
         491, Darkrai    ,              , True         , BdSp
         492, Shaymin    , Land Forme   , True         , BdSp
         492, Shaymin    , Sky Forme    , True         , BdSp
         493, Arceus     ,              , True         , BdSp
