Regional Dex #,National_Dex,Pokemon,Dex
70,0304,Aron,Hoenn (RSE)
71,0305,Lairon,Hoenn (RSE)
72,0306,Aggron,Hoenn (RSE)
73,0066,Machop,Hoenn (RSE)
74,0067,Machoke,Hoenn (RSE)
75,0068,Machamp,Hoenn (RSE)
76,0307,Meditite,Hoenn (RSE)
77,0308,Medicham,Hoenn (RSE)
78,0309,Electrike,Hoenn (RSE)
79,0310,Manectric,Hoenn (RSE)
80,0311,Plusle,Hoenn (RSE)
81,0312,Minun,Hoenn (RSE)
82,0081,Magnemite,Hoenn (RSE)
83,0082,Magneton,Hoenn (RSE)
84,0100,Voltorb,Hoenn (RSE)
85,0101,Electrode,Hoenn (RSE)
86,0313,Volbeat,Hoenn (RSE)
87,0314,Illumise,Hoenn (RSE)
88,0043,Oddish,Hoenn (RSE)
89,0044,Gloom,Hoenn (RSE)
90,0045,Vileplume,Hoenn (RSE)
91,0182,Bellossom,Hoenn (RSE)
92,0084,Doduo,Hoenn (RSE)
93,0085,Dodrio,Hoenn (RSE)
94,0315,Roselia,Hoenn (RSE)
95,0316,Gulpin,Hoenn (RSE)
96,0317,Swalot,Hoenn (RSE)
97,0318,Carvanha,Hoenn (RSE)
98,0319,Sharpedo,Hoenn (RSE)
99,0320,Wailmer,Hoenn (RSE)
100,0321,Wailord,Hoenn (RSE)
101,0322,Numel,Hoenn (RSE)
102,0323,Camerupt,Hoenn (RSE)
103,0218,Slugma,Hoenn (RSE)
104,0219,Magcargo,Hoenn (RSE)
105,0324,Torkoal,Hoenn (RSE)
106,0088,Grimer,Hoenn (RSE)
107,0089,Muk,Hoenn (RSE)
108,0109,Koffing,Hoenn (RSE)
109,0110,Weezing,Hoenn (RSE)
110,0325,Spoink,Hoenn (RSE)
111,0326,Grumpig,Hoenn (RSE)
112,0027,Sandshrew,Hoenn (RSE)
113,0028,Sandslash,Hoenn (RSE)
114,0327,Spinda,Hoenn (RSE)
115,0227,Skarmory,Hoenn (RSE)
116,0328,Trapinch,Hoenn (RSE)
117,0329,Vibrava,Hoenn (RSE)
118,0330,Flygon,Hoenn (RSE)
119,0331,Cacnea,Hoenn (RSE)
120,0332,Cacturne,Hoenn (RSE)
121,0333,Swablu,Hoenn (RSE)
122,0334,Altaria,Hoenn (RSE)
123,0335,Zangoose,Hoenn (RSE)
124,0336,Seviper,Hoenn (RSE)
125,0337,Lunatone,Hoenn (RSE)
126,0338,Solrock,Hoenn (RSE)
127,0339,Barboach,Hoenn (RSE)
128,0340,Whiscash,Hoenn (RSE)
129,0341,Corphish,Hoenn (RSE)
130,0342,Crawdaunt,Hoenn (RSE)
131,0343,Baltoy,Hoenn (RSE)
132,0344,Claydol,Hoenn (RSE)
133,0345,Lileep,Hoenn (RSE)
134,0346,Cradily,Hoenn (RSE)
135,0347,Anorith,Hoenn (RSE)
136,0348,Armaldo,Hoenn (RSE)
137,0174,Igglybuff,Hoenn (RSE)
138,0039,Jigglypuff,Hoenn (RSE)
139,0040,Wigglytuff,Hoenn (RSE)
140,0349,Feebas,Hoenn (RSE)
141,0350,Milotic,Hoenn (RSE)
142,0351,Castform,Hoenn (RSE)
143,0120,Staryu,Hoenn (RSE)
144,0121,Starmie,Hoenn (RSE)
145,0352,Kecleon,Hoenn (RSE)
146,0353,Shuppet,Hoenn (RSE)
147,0354,Banette,Hoenn (RSE)
148,0355,Duskull,Hoenn (RSE)
149,0356,Dusclops,Hoenn (RSE)
150,0357,Tropius,Hoenn (RSE)
151,0358,Chimecho,Hoenn (RSE)
152,0359,Absol,Hoenn (RSE)
153,0037,Vulpix,Hoenn (RSE)
154,0038,Ninetales,Hoenn (RSE)
155,0172,Pichu,Hoenn (RSE)
156,0025,Pikachu,Hoenn (RSE)
157,0026,Raichu,Hoenn (RSE)
158,0054,Psyduck,Hoenn (RSE)
159,0055,Golduck,Hoenn (RSE)
160,0360,Wynaut,Hoenn (RSE)
161,0202,Wobbuffet,Hoenn (RSE)
162,0177,Natu,Hoenn (RSE)
163,0178,Xatu,Hoenn (RSE)
164,0203,Girafarig,Hoenn (RSE)
165,0231,Phanpy,Hoenn (RSE)
166,0232,Donphan,Hoenn (RSE)
167,0127,Pinsir,Hoenn (RSE)
168,0214,Heracross,Hoenn (RSE)
169,0111,Rhyhorn,Hoenn (RSE)
170,0112,Rhydon,Hoenn (RSE)
171,0361,Snorunt,Hoenn (RSE)
172,0362,Glalie,Hoenn (RSE)
173,0363,Spheal,Hoenn (RSE)
174,0364,Sealeo,Hoenn (RSE)
175,0365,Walrein,Hoenn (RSE)
176,0366,Clamperl,Hoenn (RSE)
177,0367,Huntail,Hoenn (RSE)
178,0368,Gorebyss,Hoenn (RSE)
179,0369,Relicanth,Hoenn (RSE)
180,0222,Corsola,Hoenn (RSE)
181,0170,Chinchou,Hoenn (RSE)
182,0171,Lanturn,Hoenn (RSE)
183,0370,Luvdisc,Hoenn (RSE)
184,0116,Horsea,Hoenn (RSE)
185,0117,Seadra,Hoenn (RSE)
186,0230,Kingdra,Hoenn (RSE)
187,0371,Bagon,Hoenn (RSE)
188,0372,Shelgon,Hoenn (RSE)
189,0373,Salamence,Hoenn (RSE)
190,0374,Beldum,Hoenn (RSE)
191,0375,Metang,Hoenn (RSE)
192,0376,Metagross,Hoenn (RSE)
193,0377,Regirock,Hoenn (RSE)
194,0378,Regice,Hoenn (RSE)
195,0379,Registeel,Hoenn (RSE)
196,0380,Latias,Hoenn (RSE)
197,0381,Latios,Hoenn (RSE)
198,0382,Kyogre,Hoenn (RSE)
199,0383,Groudon,Hoenn (RSE)
200,0384,Rayquaza,Hoenn (RSE)
201,0385,Jirachi,Hoenn (RSE)
202,0386,Deoxys,Hoenn (RSE)
