National_Dex,Pokemon,Series
310,Manectric,RSE
311,Plusle,RSE
312,Minun,RSE
313,Volbeat,RSE
314,Illumise,RSE
315,Roselia,RSE
316,Gulpin,RSE
317,Swalot,RSE
318,Carvanha,RSE
319,Sharpedo,RSE
320,Wailmer,RSE
321,Wailord,RSE
322,Numel,RSE
323,Camerupt,RSE
324,Torkoal,RSE
325,Spoink,RSE
326,Grumpig,RSE
327,Spinda,RSE
328,Trapinch,RSE
329,Vibrava,RSE
330,Flygon,RSE
331,Cacnea,RSE
332,Cacturne,RSE
333,Swablu,RSE
334,Altaria,RSE
335,Zangoose,RSE
336,Seviper,RSE
337,Lunatone,RSE
338,Solrock,RSE
339,Barboach,RSE
340,Whiscash,RSE
341,Corphish,RSE
342,Crawdaunt,RSE
343,Baltoy,RSE
344,Claydol,RSE
345,Lileep,RSE
346,Cradily,RSE
347,Anorith,RSE
348,Armaldo,RSE
349,Feebas,RSE
350,Milotic,RSE
351,Castform,RSE
352,Kecleon,RSE
353,Shuppet,RSE
354,Banette,RSE
355,Duskull,RSE
356,Dusclops,RSE
357,Tropius,RSE
358,Chimecho,RSE
359,Absol,RSE
360,Wynaut,RSE
361,Snorunt,RSE
362,Glalie,RSE
363,Spheal,RSE
364,Sealeo,RSE
365,Walrein,RSE
366,Clamperl,RSE
367,Huntail,RSE
368,Gorebyss,RSE
369,Relicanth,RSE
370,Luvdisc,RSE
371,Bagon,RSE
372,Shelgon,RSE
373,Salamence,RSE
374,Beldum,RSE
375,Metang,RSE
376,Metagross,RSE
377,Regirock,RSE
378,Regice,RSE
379,Registeel,RSE
380,Latias,RSE
381,Latios,RSE
382,Kyogre,RSE
383,Groudon,RSE
384,Rayquaza,RSE
385,Jirachi,RSE
386,Deoxys,RSE
