Regional Dex #,National_Dex,Pokemon,Dex
79,0430,Honchkrow,Alola (USUM)
80,0041,Zubat,Alola (USUM)
81,0042,Golbat,Alola (USUM)
82,0169,Crobat,Alola (USUM)
83,0714,Noibat,Alola (USUM)
84,0715,Noivern,Alola (USUM)
85,0050,Diglett,Alola (USUM)
86,0051,Dugtrio,Alola (USUM)
87,0021,Spearow,Alola (USUM)
88,0022,Fearow,Alola (USUM)
89,0627,Rufflet,Alola (USUM)
90,0628,Braviary,Alola (USUM)
91,0629,Vullaby,Alola (USUM)
92,0630,Mandibuzz,Alola (USUM)
93,0056,Mankey,Alola (USUM)
94,0057,Primeape,Alola (USUM)
95,0225,Delibird,Alola (USUM)
96,0701,Hawlucha,Alola (USUM)
97,0741,Oricorio,Alola (USUM)
98,0742,Cutiefly,Alola (USUM)
99,0743,Ribombee,Alola (USUM)
100,0669,Flabébé,Alola (USUM)
101,0670,Floette,Alola (USUM)
102,0671,Florges,Alola (USUM)
103,0548,Petilil,Alola (USUM)
104,0549,Lilligant,Alola (USUM)
105,0546,Cottonee,Alola (USUM)
106,0547,Whimsicott,Alola (USUM)
107,0054,Psyduck,Alola (USUM)
108,0055,Golduck,Alola (USUM)
109,0238,Smoochum,Alola (USUM)
110,0124,Jynx,Alola (USUM)
111,0129,Magikarp,Alola (USUM)
112,0130,Gyarados,Alola (USUM)
113,0339,Barboach,Alola (USUM)
114,0340,Whiscash,Alola (USUM)
115,0086,Seel,Alola (USUM)
116,0087,Dewgong,Alola (USUM)
117,0066,Machop,Alola (USUM)
118,0067,Machoke,Alola (USUM)
119,0068,Machamp,Alola (USUM)
120,0524,Roggenrola,Alola (USUM)
121,0525,Boldore,Alola (USUM)
122,0526,Gigalith,Alola (USUM)
123,0703,Carbink,Alola (USUM)
124,0302,Sableye,Alola (USUM)
125,0303,Mawile,Alola (USUM)
126,0744,Rockruff,Alola (USUM)
127,0745,Lycanroc,Alola (USUM)
128,0327,Spinda,Alola (USUM)
129,0072,Tentacool,Alola (USUM)
130,0073,Tentacruel,Alola (USUM)
131,0456,Finneon,Alola (USUM)
132,0457,Lumineon,Alola (USUM)
133,0746,Wishiwashi,Alola (USUM)
134,0370,Luvdisc,Alola (USUM)
135,0222,Corsola,Alola (USUM)
136,0747,Mareanie,Alola (USUM)
137,0748,Toxapex,Alola (USUM)
138,0090,Shellder,Alola (USUM)
139,0091,Cloyster,Alola (USUM)
140,0366,Clamperl,Alola (USUM)
141,0367,Huntail,Alola (USUM)
142,0368,Gorebyss,Alola (USUM)
143,0223,Remoraid,Alola (USUM)
144,0224,Octillery,Alola (USUM)
145,0458,Mantyke,Alola (USUM)
146,0226,Mantine,Alola (USUM)
147,0371,Bagon,Alola (USUM)
148,0372,Shelgon,Alola (USUM)
149,0373,Salamence,Alola (USUM)
150,0506,Lillipup,Alola (USUM)
151,0507,Herdier,Alola (USUM)
152,0508,Stoutland,Alola (USUM)
153,0133,Eevee,Alola (USUM)
154,0134,Vaporeon,Alola (USUM)
155,0135,Jolteon,Alola (USUM)
156,0136,Flareon,Alola (USUM)
157,0196,Espeon,Alola (USUM)
158,0197,Umbreon,Alola (USUM)
159,0470,Leafeon,Alola (USUM)
160,0471,Glaceon,Alola (USUM)
161,0700,Sylveon,Alola (USUM)
162,0179,Mareep,Alola (USUM)
163,0180,Flaaffy,Alola (USUM)
164,0181,Ampharos,Alola (USUM)
165,0749,Mudbray,Alola (USUM)
166,0750,Mudsdale,Alola (USUM)
167,0174,Igglybuff,Alola (USUM)
168,0039,Jigglypuff,Alola (USUM)
169,0040,Wigglytuff,Alola (USUM)
170,0128,Tauros,Alola (USUM)
171,0241,Miltank,Alola (USUM)
172,0283,Surskit,Alola (USUM)
173,0284,Masquerain,Alola (USUM)
174,0751,Dewpider,Alola (USUM)
175,0752,Araquanid,Alola (USUM)
176,0753,Fomantis,Alola (USUM)
177,0754,Lurantis,Alola (USUM)
178,0755,Morelull,Alola (USUM)
179,0756,Shiinotic,Alola (USUM)
180,0046,Paras,Alola (USUM)
181,0047,Parasect,Alola (USUM)
182,0060,Poliwag,Alola (USUM)
183,0061,Poliwhirl,Alola (USUM)
184,0062,Poliwrath,Alola (USUM)
185,0186,Politoed,Alola (USUM)
186,0118,Goldeen,Alola (USUM)
187,0119,Seaking,Alola (USUM)
188,0550,Basculin,Alola (USUM)
189,0349,Feebas,Alola (USUM)
190,0350,Milotic,Alola (USUM)
191,0594,Alomomola,Alola (USUM)
192,0661,Fletchling,Alola (USUM)
193,0662,Fletchinder,Alola (USUM)
194,0663,Talonflame,Alola (USUM)
195,0757,Salandit,Alola (USUM)
196,0758,Salazzle,Alola (USUM)
197,0104,Cubone,Alola (USUM)
198,0105,Marowak,Alola (USUM)
199,0115,Kangaskhan,Alola (USUM)
200,0240,Magby,Alola (USUM)
201,0126,Magmar,Alola (USUM)
202,0467,Magmortar,Alola (USUM)
203,0636,Larvesta,Alola (USUM)
204,0637,Volcarona,Alola (USUM)
205,0759,Stufful,Alola (USUM)
206,0760,Bewear,Alola (USUM)
207,0761,Bounsweet,Alola (USUM)
208,0762,Steenee,Alola (USUM)
209,0763,Tsareena,Alola (USUM)
210,0764,Comfey,Alola (USUM)
211,0127,Pinsir,Alola (USUM)
212,0163,Hoothoot,Alola (USUM)
213,0164,Noctowl,Alola (USUM)
214,0352,Kecleon,Alola (USUM)
215,0765,Oranguru,Alola (USUM)
216,0766,Passimian,Alola (USUM)
217,0704,Goomy,Alola (USUM)
218,0705,Sliggoo,Alola (USUM)
219,0706,Goodra,Alola (USUM)
220,0351,Castform,Alola (USUM)
221,0767,Wimpod,Alola (USUM)
222,0768,Golisopod,Alola (USUM)
223,0120,Staryu,Alola (USUM)
224,0121,Starmie,Alola (USUM)
225,0769,Sandygast,Alola (USUM)
226,0770,Palossand,Alola (USUM)
227,0138,Omanyte,Alola (USUM)
228,0139,Omastar,Alola (USUM)
229,0140,Kabuto,Alola (USUM)
230,0141,Kabutops,Alola (USUM)
231,0345,Lileep,Alola (USUM)
232,0346,Cradily,Alola (USUM)
233,0347,Anorith,Alola (USUM)
234,0348,Armaldo,Alola (USUM)
235,0408,Cranidos,Alola (USUM)
236,0409,Rampardos,Alola (USUM)
237,0410,Shieldon,Alola (USUM)
238,0411,Bastiodon,Alola (USUM)
239,0566,Archen,Alola (USUM)
240,0567,Archeops,Alola (USUM)
241,0564,Tirtouga,Alola (USUM)
242,0565,Carracosta,Alola (USUM)
243,0696,Tyrunt,Alola (USUM)
244,0697,Tyrantrum,Alola (USUM)
245,0698,Amaura,Alola (USUM)
246,0699,Aurorus,Alola (USUM)
247,0246,Larvitar,Alola (USUM)
248,0247,Pupitar,Alola (USUM)
249,0248,Tyranitar,Alola (USUM)
250,0708,Phantump,Alola (USUM)
251,0709,Trevenant,Alola (USUM)
252,0177,Natu,Alola (USUM)
253,0178,Xatu,Alola (USUM)
254,0299,Nosepass,Alola (USUM)
255,0476,Probopass,Alola (USUM)
256,0771,Pyukumuku,Alola (USUM)
257,0170,Chinchou,Alola (USUM)
258,0171,Lanturn,Alola (USUM)
259,0772,Type: Null,Alola (USUM)
260,0773,Silvally,Alola (USUM)
261,0803,Poipole,Alola (USUM)
262,0804,Naganadel,Alola (USUM)
263,0718,Zygarde,Alola (USUM)
264,0568,Trubbish,Alola (USUM)
265,0569,Garbodor,Alola (USUM)
266,0572,Minccino,Alola (USUM)
267,0573,Cinccino,Alola (USUM)
268,0204,Pineco,Alola (USUM)
269,0205,Forretress,Alola (USUM)
270,0227,Skarmory,Alola (USUM)
271,0132,Ditto,Alola (USUM)
272,0173,Cleffa,Alola (USUM)
273,0035,Clefairy,Alola (USUM)
274,0036,Clefable,Alola (USUM)
275,0605,Elgyem,Alola (USUM)
276,0606,Beheeyem,Alola (USUM)
277,0774,Minior,Alola (USUM)
278,0374,Beldum,Alola (USUM)
279,0375,Metang,Alola (USUM)
280,0376,Metagross,Alola (USUM)
281,0137,Porygon,Alola (USUM)
282,0233,Porygon2,Alola (USUM)
283,0474,Porygon-Z,Alola (USUM)
284,0674,Pancham,Alola (USUM)
285,0675,Pangoro,Alola (USUM)
286,0775,Komala,Alola (USUM)
287,0324,Torkoal,Alola (USUM)
288,0776,Turtonator,Alola (USUM)
289,0228,Houndour,Alola (USUM)
290,0229,Houndoom,Alola (USUM)
291,0702,Dedenne,Alola (USUM)
292,0777,Togedemaru,Alola (USUM)
293,0309,Electrike,Alola (USUM)
294,0310,Manectric,Alola (USUM)
295,0239,Elekid,Alola (USUM)
296,0125,Electabuzz,Alola (USUM)
297,0466,Electivire,Alola (USUM)
298,0074,Geodude,Alola (USUM)
299,0075,Graveler,Alola (USUM)
300,0076,Golem,Alola (USUM)
301,0551,Sandile,Alola (USUM)
302,0552,Krokorok,Alola (USUM)
303,0553,Krookodile,Alola (USUM)
304,0328,Trapinch,Alola (USUM)
305,0329,Vibrava,Alola (USUM)
306,0330,Flygon,Alola (USUM)
307,0443,Gible,Alola (USUM)
308,0444,Gabite,Alola (USUM)
309,0445,Garchomp,Alola (USUM)
310,0343,Baltoy,Alola (USUM)
311,0344,Claydol,Alola (USUM)
312,0622,Golett,Alola (USUM)
313,0623,Golurk,Alola (USUM)
314,0707,Klefki,Alola (USUM)
315,0778,Mimikyu,Alola (USUM)
316,0353,Shuppet,Alola (USUM)
317,0354,Banette,Alola (USUM)
318,0592,Frillish,Alola (USUM)
319,0593,Jellicent,Alola (USUM)
320,0779,Bruxish,Alola (USUM)
321,0780,Drampa,Alola (USUM)
322,0359,Absol,Alola (USUM)
323,0361,Snorunt,Alola (USUM)
324,0362,Glalie,Alola (USUM)
325,0478,Froslass,Alola (USUM)
326,0215,Sneasel,Alola (USUM)
327,0461,Weavile,Alola (USUM)
328,0027,Sandshrew,Alola (USUM)
329,0028,Sandslash,Alola (USUM)
330,0037,Vulpix,Alola (USUM)
331,0038,Ninetales,Alola (USUM)
332,0582,Vanillite,Alola (USUM)
333,0583,Vanillish,Alola (USUM)
334,0584,Vanilluxe,Alola (USUM)
335,0559,Scraggy,Alola (USUM)
336,0560,Scrafty,Alola (USUM)
337,0624,Pawniard,Alola (USUM)
338,0625,Bisharp,Alola (USUM)
339,0209,Snubbull,Alola (USUM)
340,0210,Granbull,Alola (USUM)
341,0422,Shellos,Alola (USUM)
342,0423,Gastrodon,Alola (USUM)
343,0369,Relicanth,Alola (USUM)
344,0781,Dhelmise,Alola (USUM)
345,0318,Carvanha,Alola (USUM)
346,0319,Sharpedo,Alola (USUM)
347,0690,Skrelp,Alola (USUM)
348,0691,Dragalge,Alola (USUM)
349,0692,Clauncher,Alola (USUM)
350,0693,Clawitzer,Alola (USUM)
351,0320,Wailmer,Alola (USUM)
352,0321,Wailord,Alola (USUM)
353,0131,Lapras,Alola (USUM)
354,0357,Tropius,Alola (USUM)
355,0102,Exeggcute,Alola (USUM)
356,0103,Exeggutor,Alola (USUM)
357,0341,Corphish,Alola (USUM)
358,0342,Crawdaunt,Alola (USUM)
359,0619,Mienfoo,Alola (USUM)
360,0620,Mienshao,Alola (USUM)
361,0782,Jangmo-o,Alola (USUM)
362,0783,Hakamo-o,Alola (USUM)
363,0784,Kommo-o,Alola (USUM)
364,0587,Emolga,Alola (USUM)
365,0123,Scyther,Alola (USUM)
366,0212,Scizor,Alola (USUM)
367,0214,Heracross,Alola (USUM)
368,0190,Aipom,Alola (USUM)
369,0424,Ambipom,Alola (USUM)
370,0667,Litleo,Alola (USUM)
371,0668,Pyroar,Alola (USUM)
372,0200,Misdreavus,Alola (USUM)
373,0429,Mismagius,Alola (USUM)
374,0621,Druddigon,Alola (USUM)
375,0108,Lickitung,Alola (USUM)
376,0463,Lickilicky,Alola (USUM)
377,0447,Riolu,Alola (USUM)
378,0448,Lucario,Alola (USUM)
379,0147,Dratini,Alola (USUM)
380,0148,Dragonair,Alola (USUM)
381,0149,Dragonite,Alola (USUM)
382,0142,Aerodactyl,Alola (USUM)
383,0785,Tapu Koko,Alola (USUM)
384,0786,Tapu Lele,Alola (USUM)
385,0787,Tapu Bulu,Alola (USUM)
386,0788,Tapu Fini,Alola (USUM)
387,0789,Cosmog,Alola (USUM)
388,0790,Cosmoem,Alola (USUM)
389,0791,Solgaleo,Alola (USUM)
390,0792,Lunala,Alola (USUM)
391,0793,Nihilego,Alola (USUM)
392,0805,Stakataka,Alola (USUM)
393,0806,Blacephalon,Alola (USUM)
394,0794,Buzzwole,Alola (USUM)
395,0795,Pheromosa,Alola (USUM)
396,0796,Xurkitree,Alola (USUM)
397,0797,Celesteela,Alola (USUM)
398,0798,Kartana,Alola (USUM)
399,0799,Guzzlord,Alola (USUM)
400,0800,Necrozma,Alola (USUM)
401,0801,Magearna,Alola (USUM)
402,0802,Marshadow,Alola (USUM)
403,0807,Zeraora,Alola (USUM)
