 National_Dex, Pokemon              , Form               , Obtainability, Series
         111, Rhyhorn              ,                    , True         , SwSh
         112, Rhydon               ,                    , True         , SwSh
         113, Chansey              ,                    , True         , SwSh
         114, Tangela              ,                    , True         , SwSh
         115, Kangaskhan           ,                    , True         , SwSh
         116, Horsea               ,                    , True         , SwSh
         117, Seadra               ,                    , True         , SwSh
         118, Goldeen              ,                    , True         , SwSh
         119, Seaking              ,                    , True         , SwSh
         120, Staryu               ,                    , True         , SwSh
         121, Starmie              ,                    , True         , SwSh
         122, Mr. Mime             ,                    , True         , SwSh
         122, Mr. Mime             , Galarian           , True         , SwSh
         123, Scyther              ,                    , True         , SwSh
         124, Jynx                 ,                    , True         , SwSh
         125, Electabuzz           ,                    , True         , SwSh
         126, Magmar               ,                    , True         , SwSh
         127, Pinsir               ,                    , True         , SwSh
         128, Tauros               ,                    , True         , SwSh
         129, Magikarp             ,                    , True         , SwSh
         130, Gyarados             ,                    , True         , SwSh
         131, Lapras               ,                    , True         , SwSh
         132, Ditto                ,                    , True         , SwSh
         133, Eevee                ,                    , True         , SwSh
         134, Vaporeon             ,                    , True         , SwSh
         135, Jolteon              ,                    , True         , SwSh
         136, Flareon              ,                    , True         , SwSh
         137, Porygon              ,                    , True         , SwSh
         138, Omanyte              ,                    , True         , SwSh
         139, Omastar              ,                    , True         , SwSh
         140, Kabuto               ,                    , True         , SwSh
         141, Kabutops             ,                    , True         , SwSh
         142, Aerodactyl           ,                    , True         , SwSh
         143, Snorlax              ,                    , True         , SwSh
         144, Articuno             ,                    , True         , SwSh
         144, Articuno             , Galarian           , True         , SwSh
         145, Zapdos               ,                    , True         , SwSh
         145, Zapdos               , Galarian           , True         , SwSh
         146, Moltres              ,                    , True         , SwSh
         146, Moltres              , Galarian           , True         , SwSh
         147, Dratini              ,                    , True         , SwSh
         148, Dragonair            ,                    , True         , SwSh
         149, Dragonite            ,                    , True         , SwSh
         150, Mewtwo               ,                    , True         , SwSh
         151, Mew                  ,                    , True         , SwSh
         163, Hoothoot             ,                    , True         , SwSh
         164, Noctowl              ,                    , True         , SwSh
         169, Crobat               ,                    , True         , SwSh
         170, Chinchou             ,                    , True         , SwSh
         171, Lanturn              ,                    , True         , SwSh
         172, Cleffa               ,                    , True         , SwSh
         172, Pichu                ,                    , True         , SwSh
         174, Igglybuff            ,                    , True         , SwSh
         175, Togepi               ,                    , True         , SwSh
         176, Togetic              ,                    , True         , SwSh
         177, Natu                 ,                    , True         , SwSh
         178, Xatu                 ,                    , True         , SwSh
         182, Bellossom            ,                    , True         , SwSh
         183, Marill               ,                    , True         , SwSh
         184, Azumarill            ,                    , True         , SwSh
         185, Sudowoodo            ,                    , True         , SwSh
         186, Politoed             ,                    , True         , SwSh
         194, Wooper               ,                    , True         , SwSh
         195, Quagsire             ,                    , True         , SwSh
         196, Espeon               ,                    , True         , SwSh
         197, Umbreon              ,                    , True         , SwSh
         199, Slowking             , Galarian           , True         , SwSh
         199, Slowking             ,                    , True         , SwSh
         202, Wobbuffet            ,                    , True         , SwSh
         206, Dunsparce            ,                    , True         , SwSh
         208, Steelix              ,                    , True         , SwSh
         211, Qwilfish             ,                    , True         , SwSh
         212, Scizor               ,                    , True         , SwSh
         213, Shuckle              ,                    , True         , SwSh
         214, Heracross            ,                    , True         , SwSh
         215, Sneasel              ,                    , True         , SwSh
         220, Swinub               ,                    , True         , SwSh
         221, Piloswine            ,                    , True         , SwSh
         222, Corsola              ,                    , True         , SwSh
         222, Corsola              , Galarian           , True         , SwSh
         223, Remoraid             ,                    , True         , SwSh
         224, Octillery            ,                    , True         , SwSh
         225, Delibird             ,                    , True         , SwSh
         226, Mantine              ,                    , True         , SwSh
         227, Skarmory             ,                    , True         , SwSh
         230, Kingdra              ,                    , True         , SwSh
         233, Porygon2             ,                    , True         , SwSh
         236, Tyrogue              ,                    , True         , SwSh
         237, Hitmontop            ,                    , True         , SwSh
         238, Smoochum             ,                    , True         , SwSh
         239, Elekid               ,                    , True         , SwSh
         240, Magby                ,                    , True         , SwSh
         241, Miltank              ,                    , True         , SwSh
         242, Blissey              ,                    , True         , SwSh
         243, Raikou               ,                    , True         , SwSh
         244, Entei                ,                    , True         , SwSh
         245, Suicune              ,                    , True         , SwSh
         246, Larvitar             ,                    , True         , SwSh
         247, Pupitar              ,                    , True         , SwSh
         248, Tyranitar            ,                    , True         , SwSh
         249, Lugia                ,                    , True         , SwSh
         250, Ho-Oh                ,                    , True         , SwSh
         251, Celebi               ,                    , True         , SwSh
         252, Treecko              ,                    , True         , SwSh
         253, Grovyle              ,                    , True         , SwSh
         254, Sceptile             ,                    , True         , SwSh
         255, Torchic              ,                    , True         , SwSh
         256, Combusken            ,                    , True         , SwSh
         257, Blaziken             ,                    , True         , SwSh
         258, Mudkip               ,                    , True         , SwSh
         259, Marshtomp            ,                    , True         , SwSh
         260, Swampert             ,                    , True         , SwSh
         263, Zigzagoon            ,                    , True         , SwSh
         263, Zigzagoon            , Galarian           , True         , SwSh
         264, Linoone              ,                    , True         , SwSh
         264, Linoone              , Galarian           , True         , SwSh
         270, Lotad                ,                    , True         , SwSh
         271, Lombre               ,                    , True         , SwSh
         272, Ludicolo             ,                    , True         , SwSh
         273, Seedot               ,                    , True         , SwSh
         274, Nuzleaf              ,                    , True         , SwSh
         275, Shiftry              ,                    , True         , SwSh
         278, Wingull              ,                    , True         , SwSh
         279, Pelipper             ,                    , True         , SwSh
         280, Ralts                ,                    , True         , SwSh
         281, Kirlia               ,                    , True         , SwSh
         282, Gardevoir            ,                    , True         , SwSh
         290, Nincada              ,                    , True         , SwSh
         291, Ninjask              ,                    , True         , SwSh
         292, Shedinja             ,                    , True         , SwSh
         293, Whismur              ,                    , True         , SwSh
         294, Loudred              ,                    , True         , SwSh
         295, Exploud              ,                    , True         , SwSh
         298, Azurill              ,                    , True         , SwSh
         302, Sableye              ,                    , True         , SwSh
         303, Mawile               ,                    , True         , SwSh
         304, Aron                 ,                    , True         , SwSh
         305, Lairon               ,                    , True         , SwSh
         306, Aggron               ,                    , True         , SwSh
         309, Electrike            ,                    , True         , SwSh
         310, Manectric            ,                    , True         , SwSh
         315, Roselia              ,                    , True         , SwSh
         318, Carvanha             ,                    , True         , SwSh
         319, Sharpedo             ,                    , True         , SwSh
         320, Wailmer              ,                    , True         , SwSh
         321, Wailord              ,                    , True         , SwSh
         324, Torkoal              ,                    , True         , SwSh
         328, Trapinch             ,                    , True         , SwSh
         329, Vibrava              ,                    , True         , SwSh
         330, Flygon               ,                    , True         , SwSh
         333, Swablu               ,                    , True         , SwSh
         334, Altaria              ,                    , True         , SwSh
         337, Lunatone             ,                    , True         , SwSh
         338, Solrock              ,                    , True         , SwSh
         339, Barboach             ,                    , True         , SwSh
         340, Whiscash             ,                    , True         , SwSh
         341, Corphish             ,                    , True         , SwSh
         342, Crawdaunt            ,                    , True         , SwSh
         343, Baltoy               ,                    , True         , SwSh
         344, Claydol              ,                    , True         , SwSh
         345, Lileep               ,                    , True         , SwSh
         346, Cradily              ,                    , True         , SwSh
         347, Anorith              ,                    , True         , SwSh
         348, Armaldo              ,                    , True         , SwSh
         349, Feebas               ,                    , True         , SwSh
         350, Milotic              ,                    , True         , SwSh
         355, Duskull              ,                    , True         , SwSh
         356, Dusclops             ,                    , True         , SwSh
         359, Absol                ,                    , True         , SwSh
         360, Wynaut               ,                    , True         , SwSh
         361, Snorunt              ,                    , True         , SwSh
         362, Glalie               ,                    , True         , SwSh
         363, Spheal               ,                    , True         , SwSh
         364, Sealeo               ,                    , True         , SwSh
         365, Walrein              ,                    , True         , SwSh
         369, Relicanth            ,                    , True         , SwSh
         371, Bagon                ,                    , True         , SwSh
         372, Shelgon              ,                    , True         , SwSh
         373, Salamence            ,                    , True         , SwSh
         374, Beldum               ,                    , True         , SwSh
         375, Metang               ,                    , True         , SwSh
         376, Metagross            ,                    , True         , SwSh
         377, Regirock             ,                    , True         , SwSh
         378, Regice               ,                    , True         , SwSh
         379, Registeel            ,                    , True         , SwSh
         380, Latias               ,                    , True         , SwSh
         381, Latios               ,                    , True         , SwSh
         382, Kyogre               ,                    , True         , SwSh
         383, Groudon              ,                    , True         , SwSh
         384, Rayquaza             ,                    , True         , SwSh
         385, Jirachi              ,                    , True         , SwSh
         403, Shinx                ,                    , True         , SwSh
         404, Luxio                ,                    , True         , SwSh
         405, Luxray               ,                    , True         , SwSh
         406, Budew                ,                    , True         , SwSh
         407, Roserade             ,                    , True         , SwSh
         415, Combee               ,                    , True         , SwSh
         416, Vespiquen            ,                    , True         , SwSh
         420, Cherubi              ,                    , True         , SwSh
         421, Cherrim              , Sunshine Form      , True         , SwSh
         421, Cherrim              ,                    , True         , SwSh
         422, Shellos              ,                    , True         , SwSh
         423, Gastrodon            ,                    , True         , SwSh
         425, Drifloon             ,                    , True         , SwSh
         426, Drifblim             ,                    , True         , SwSh
         427, Buneary              ,                    , True         , SwSh
         428, Lopunny              ,                    , True         , SwSh
         434, Stunky               ,                    , True         , SwSh
         435, Skuntank             ,                    , True         , SwSh
         436, Bronzor              ,                    , True         , SwSh
         437, Bronzong             ,                    , True         , SwSh
         438, Bonsly               ,                    , True         , SwSh
         439, Mime Jr.             ,                    , True         , SwSh
         440, Happiny              ,                    , True         , SwSh
         442, Spiritomb            ,                    , True         , SwSh
         443, Gible                ,                    , True         , SwSh
         444, Gabite               ,                    , True         , SwSh
         445, Garchomp             ,                    , True         , SwSh
         446, Munchlax             ,                    , True         , SwSh
         447, Riolu                ,                    , True         , SwSh
         448, Lucario              ,                    , True         , SwSh
         449, Hippopotas           ,                    , True         , SwSh
         450, Hippowdon            ,                    , True         , SwSh
         451, Skorupi              ,                    , True         , SwSh
         452, Drapion              ,                    , True         , SwSh
         453, Croagunk             ,                    , True         , SwSh
         454, Toxicroak            ,                    , True         , SwSh
         458, Mantyke              ,                    , True         , SwSh
         459, Snover               ,                    , True         , SwSh
         460, Abomasnow            ,                    , True         , SwSh
         461, Weavile              ,                    , True         , SwSh
         462, Magnezone            ,                    , True         , SwSh
         463, Lickilicky           ,                    , True         , SwSh
         464, Rhyperior            ,                    , True         , SwSh
         465, Tangrowth            ,                    , True         , SwSh
         466, Electivire           ,                    , True         , SwSh
         467, Magmortar            ,                    , True         , SwSh
         468, Togekiss             ,                    , True         , SwSh
         470, Leafeon              ,                    , True         , SwSh
         471, Glaceon              ,                    , True         , SwSh
         473, Mamoswine            ,                    , True         , SwSh
         474, Porygon-Z            ,                    , True         , SwSh
         475, Gallade              ,                    , True         , SwSh
         477, Dusknoir             ,                    , True         , SwSh
         478, Froslass             ,                    , True         , SwSh
         479, Rotom                ,                    , True         , SwSh
         479, Heat Rotom           ,                    , True         , SwSh
         479, Wash Rotom           ,                    , True         , SwSh
         479, Frost Rotom          ,                    , True         , SwSh
         479, Fan Rotom            ,                    , True         , SwSh
         479, Mow Rotom            ,                    , True         , SwSh
         480, Uxie                 ,                    , True         , SwSh
         481, Mesprit              ,                    , True         , SwSh
         482, Azelf                ,                    , True         , SwSh
         483, Dialga               ,                    , True         , SwSh
         484, Palkia               ,                    , True         , SwSh
         485, Heatran              ,                    , True         , SwSh
         486, Regigigas            ,                    , True         , SwSh
         487, Giratina             , Origin Forme       , True         , SwSh
         487, Giratina             ,                    , True         , SwSh
         488, Cresselia            ,                    , True         , SwSh
         494, Victini              ,                    , True         , SwSh
         506, Lillipup             ,                    , True         , SwSh
         507, Herdier              ,                    , True         , SwSh
         508, Stoutland            ,                    , True         , SwSh
         509, Purrloin             ,                    , True         , SwSh
         510, Liepard              ,                    , True         , SwSh
         517, Munna                ,                    , True         , SwSh
         518, Musharna             ,                    , True         , SwSh
         519, Pidove               ,                    , True         , SwSh
         520, Tranquill            ,                    , True         , SwSh
         521, Unfezant             ,                    , True         , SwSh
         524, Roggenrola           ,                    , True         , SwSh
         525, Boldore              ,                    , True         , SwSh
         526, Gigalith             ,                    , True         , SwSh
         527, Woobat               ,                    , True         , SwSh
         528, Swoobat              ,                    , True         , SwSh
         529, Drilbur              ,                    , True         , SwSh
         530, Excadrill            ,                    , True         , SwSh
         531, Audino               ,                    , True         , SwSh
         532, Timburr              ,                    , True         , SwSh
         533, Gurdurr              ,                    , True         , SwSh
         534, Conkeldurr           ,                    , True         , SwSh
         535, Tympole              ,                    , True         , SwSh
         536, Palpitoad            ,                    , True         , SwSh
         537, Seismitoad           ,                    , True         , SwSh
         538, Throh                ,                    , True         , SwSh
         539, Sawk                 ,                    , True         , SwSh
         543, Venipede             ,                    , True         , SwSh
         544, Whirlipede           ,                    , True         , SwSh
         545, Scolipede            ,                    , True         , SwSh
         546, Cottonee             ,                    , True         , SwSh
         547, Whimsicott           ,                    , True         , SwSh
         548, Petilil              ,                    , True         , SwSh
         549, Lilligant            ,                    , True         , SwSh
         550, Basculin             ,                    , True         , SwSh
         551, Sandile              ,                    , True         , SwSh
         552, Krokorok             ,                    , True         , SwSh
         553, Krookodile           ,                    , True         , SwSh
         554, Darumaka             ,                    , True         , SwSh
         554, Darumaka             , Galarian           , True         , SwSh
         555, Darmanitan           ,                    , True         , SwSh
         555, Darmanitan           , Galarian           , True         , SwSh
         555, Darmanitan           ,                    , True         , SwSh
         556, Maractus             ,                    , True         , SwSh
         557, Dwebble              ,                    , True         , SwSh
         558, Crustle              ,                    , True         , SwSh
         559, Scraggy              ,                    , True         , SwSh
         560, Scrafty              ,                    , True         , SwSh
         561, Sigilyph             ,                    , True         , SwSh
         562, Yamask               ,                    , True         , SwSh
         562, Yamask               , Galarian           , True         , SwSh
         563, Cofagrigus           ,                    , True         , SwSh
         564, Tirtouga             ,                    , True         , SwSh
         565, Carracosta           ,                    , True         , SwSh
         566, Archen               ,                    , True         , SwSh
         567, Archeops             ,                    , True         , SwSh
         568, Trubbish             ,                    , True         , SwSh
         569, Garbodor             ,                    , True         , SwSh
         570, Zorua                ,                    , True         , SwSh
         571, Zoroark              ,                    , True         , SwSh
         572, Minccino             ,                    , True         , SwSh
         573, Cinccino             ,                    , True         , SwSh
         574, Gothita              ,                    , True         , SwSh
         575, Gothorita            ,                    , True         , SwSh
         576, Gothitelle           ,                    , True         , SwSh
         577, Solosis              ,                    , True         , SwSh
         578, Duosion              ,                    , True         , SwSh
         579, Reuniclus            ,                    , True         , SwSh
         582, Vanillite            ,                    , True         , SwSh
         583, Vanillish            ,                    , True         , SwSh
         584, Vanilluxe            ,                    , True         , SwSh
         587, Emolga               ,                    , True         , SwSh
         588, Karrablast           ,                    , True         , SwSh
         589, Escavalier           ,                    , True         , SwSh
         590, Foongus              ,                    , True         , SwSh
         591, Amoonguss            ,                    , True         , SwSh
         592, Frillish             ,                    , True         , SwSh
         593, Jellicent            ,                    , True         , SwSh
         595, Joltik               ,                    , True         , SwSh
         596, Galvantula           ,                    , True         , SwSh
         597, Ferroseed            ,                    , True         , SwSh
         598, Ferrothorn           ,                    , True         , SwSh
         599, Klink                ,                    , True         , SwSh
         600, Klang                ,                    , True         , SwSh
         601, Klinklang            ,                    , True         , SwSh
         605, Elgyem               ,                    , True         , SwSh
         606, Beheeyem             ,                    , True         , SwSh
         607, Litwick              ,                    , True         , SwSh
         608, Lampent              ,                    , True         , SwSh
         609, Chandelure           ,                    , True         , SwSh
         610, Axew                 ,                    , True         , SwSh
         611, Fraxure              ,                    , True         , SwSh
         612, Haxorus              ,                    , True         , SwSh
         613, Cubchoo              ,                    , True         , SwSh
         614, Beartic              ,                    , True         , SwSh
         615, Cryogonal            ,                    , True         , SwSh
         616, Shelmet              ,                    , True         , SwSh
         617, Accelgor             ,                    , True         , SwSh
         618, Stunfisk             ,                    , True         , SwSh
         618, Stunfisk             , Galarian           , True         , SwSh
         619, Mienfoo              ,                    , True         , SwSh
         620, Mienshao             ,                    , True         , SwSh
         621, Druddigon            ,                    , True         , SwSh
         622, Golett               ,                    , True         , SwSh
         623, Golurk               ,                    , True         , SwSh
         624, Pawniard             ,                    , True         , SwSh
         625, Bisharp              ,                    , True         , SwSh
         626, Bouffalant           ,                    , True         , SwSh
         627, Rufflet              ,                    , True         , SwSh
         628, Braviary             ,                    , True         , SwSh
         629, Vullaby              ,                    , True         , SwSh
         630, Mandibuzz            ,                    , True         , SwSh
         631, Heatmor              ,                    , True         , SwSh
         632, Durant               ,                    , True         , SwSh
         633, Deino                ,                    , True         , SwSh
         634, Zweilous             ,                    , True         , SwSh
         635, Hydreigon            ,                    , True         , SwSh
         636, Larvesta             ,                    , True         , SwSh
         637, Volcarona            ,                    , True         , SwSh
         638, Cobalion             ,                    , True         , SwSh
         639, Terrakion            ,                    , True         , SwSh
         640, Virizion             ,                    , True         , SwSh
         641, Tornadus             , Therian Forme      , True         , SwSh
         641, Tornadus             ,                    , True         , SwSh
         642, Thundurus            , Therian Forme      , True         , SwSh
         642, Thundurus            ,                    , True         , SwSh
         643, Reshiram             ,                    , True         , SwSh
         644, Zekrom               ,                    , True         , SwSh
         645, Landorus             , Therian Forme      , True         , SwSh
         646, Kyurem               ,                    , True         , SwSh
         647, Keldeo               , Resolute Form      , True         , SwSh
         647, Keldeo               ,                    , True         , SwSh
         649, Genesect             ,                    , True         , SwSh
         659, Bunnelby             ,                    , True         , SwSh
         660, Diggersby            ,                    , True         , SwSh
         661, Fletchling           ,                    , True         , SwSh
         662, Fletchinder          ,                    , True         , SwSh
         663, Talonflame           ,                    , True         , SwSh
         674, Pancham              ,                    , True         , SwSh
         675, Pangoro              ,                    , True         , SwSh
         677, Espurr               ,                    , True         , SwSh
         678, Meowstic             ,                    , True         , SwSh
         679, Honedge              ,                    , True         , SwSh
         680, Doublade             ,                    , True         , SwSh
         681, Aegislash            ,                    , True         , SwSh
         681, Aegislash            ,                    , True         , SwSh
         682, Spritzee             ,                    , True         , SwSh
         683, Aromatisse           ,                    , True         , SwSh
         684, Swirlix              ,                    , True         , SwSh
         685, Slurpuff             ,                    , True         , SwSh
         686, Inkay                ,                    , True         , SwSh
         687, Malamar              ,                    , True         , SwSh
         688, Binacle              ,                    , True         , SwSh
         689, Barbaracle           ,                    , True         , SwSh
         690, Skrelp               ,                    , True         , SwSh
         691, Dragalge             ,                    , True         , SwSh
         692, Clauncher            ,                    , True         , SwSh
         693, Clawitzer            ,                    , True         , SwSh
         694, Helioptile           ,                    , True         , SwSh
         695, Heliolisk            ,                    , True         , SwSh
         696, Tyrunt               ,                    , True         , SwSh
         697, Tyrantrum            ,                    , True         , SwSh
         698, Amaura               ,                    , True         , SwSh
         699, Aurorus              ,                    , True         , SwSh
         700, Sylveon              ,                    , True         , SwSh
         701, Hawlucha             ,                    , True         , SwSh
         702, Dedenne              ,                    , True         , SwSh
         703, Carbink              ,                    , True         , SwSh
         704, Goomy                ,                    , True         , SwSh
         705, Sliggoo              ,                    , True         , SwSh
         706, Goodra               ,                    , True         , SwSh
         707, Klefki               ,                    , True         , SwSh
         708, Phantump             ,                    , True         , SwSh
         709, Trevenant            ,                    , True         , SwSh
         710, Pumpkaboo            ,                    , True         , SwSh
         711, Gourgeist            ,                    , True         , SwSh
         712, Bergmite             ,                    , True         , SwSh
         713, Avalugg              ,                    , True         , SwSh
         714, Noibat               ,                    , True         , SwSh
         715, Noivern              ,                    , True         , SwSh
         716, Xerneas              ,                    , True         , SwSh
         717, Yveltal              ,                    , True         , SwSh
         718, Zygarde              ,                    , True         , SwSh
         718, Zygarde              ,                    , True         , SwSh
         719, Diancie              ,                    , True         , SwSh
         721, Volcanion            ,                    , True         , SwSh
         722, Rowlet               ,                    , True         , SwSh
         723, Dartrix              ,                    , True         , SwSh
         724, Decidueye            ,                    , True         , SwSh
         725, Litten               ,                    , True         , SwSh
         726, Torracat             ,                    , True         , SwSh
         727, Incineroar           ,                    , True         , SwSh
         728, Popplio              ,                    , True         , SwSh
         729, Brionne              ,                    , True         , SwSh
         730, Primarina            ,                    , True         , SwSh
         736, Grubbin              ,                    , True         , SwSh
         737, Charjabug            ,                    , True         , SwSh
         738, Vikavolt             ,                    , True         , SwSh
         742, Cutiefly             ,                    , True         , SwSh
         743, Ribombee             ,                    , True         , SwSh
         744, Rockruff             ,                    , True         , SwSh
         745, Lycanroc             , Midday Form        , True         , SwSh
         745, Lycanroc             , Midnight Form      , True         , SwSh
         745, Lycanroc             , Dusk Form          , True         , SwSh
         746, Wishiwashi           ,                    , True         , SwSh
         746, Wishiwashi           ,                    , True         , SwSh
         747, Mareanie             ,                    , True         , SwSh
         748, Toxapex              ,                    , True         , SwSh
         749, Mudbray              ,                    , True         , SwSh
         750, Mudsdale             ,                    , True         , SwSh
         751, Dewpider             ,                    , True         , SwSh
         752, Araquanid            ,                    , True         , SwSh
         753, Fomantis             ,                    , True         , SwSh
         754, Lurantis             ,                    , True         , SwSh
         755, Morelull             ,                    , True         , SwSh
         756, Shiinotic            ,                    , True         , SwSh
         757, Salandit             ,                    , True         , SwSh
         758, Salazzle             ,                    , True         , SwSh
         759, Stufful              ,                    , True         , SwSh
         760, Bewear               ,                    , True         , SwSh
         761, Bounsweet            ,                    , True         , SwSh
         762, Steenee              ,                    , True         , SwSh
         763, Tsareena             ,                    , True         , SwSh
         764, Comfey               ,                    , True         , SwSh
         765, Oranguru             ,                    , True         , SwSh
         766, Passimian            ,                    , True         , SwSh
         767, Wimpod               ,                    , True         , SwSh
         768, Golisopod            ,                    , True         , SwSh
         769, Sandygast            ,                    , True         , SwSh
         770, Palossand            ,                    , True         , SwSh
         771, Pyukumuku            ,                    , True         , SwSh
         772, Type: Null           ,                    , True         , SwSh
         773, Silvally             ,                    , True         , SwSh
         776, Turtonator           ,                    , True         , SwSh
         777, Togedemaru           ,                    , True         , SwSh
         778, Mimikyu              ,                    , True         , SwSh
         780, Drampa               ,                    , True         , SwSh
         781, Dhelmise             ,                    , True         , SwSh
         782, Jangmo-o             ,                    , True         , SwSh
         783, Hakamo-o             ,                    , True         , SwSh
         784, Kommo-o              ,                    , True         , SwSh
         785, Tapu Koko            ,                    , True         , SwSh
         786, Tapu Lele            ,                    , True         , SwSh
         787, Tapu Bulu            ,                    , True         , SwSh
         788, Tapu Fini            ,                    , True         , SwSh
         789, Cosmog               ,                    , True         , SwSh
         790, Cosmoem              ,                    , True         , SwSh
         791, Solgaleo             ,                    , True         , SwSh
         792, Lunala               ,                    , True         , SwSh
         793, Nihilego             ,                    , True         , SwSh
         794, Buzzwole             ,                    , True         , SwSh
         795, Pheromosa            ,                    , True         , SwSh
         796, Xurkitree            ,                    , True         , SwSh
         797, Celesteela           ,                    , True         , SwSh
         798, Kartana              ,                    , True         , SwSh
         799, Guzzlord             ,                    , True         , SwSh
         800, Necrozma             ,                    , True         , SwSh
         801, Magearna             ,                    , True         , SwSh
         802, Marshadow            ,                    , True         , SwSh
         803, Stakataka            ,                    , True         , SwSh
         804, Blacephalon          ,                    , True         , SwSh
         805, Poipole              ,                    , True         , SwSh
         806, Naganadel            ,                    , True         , SwSh
         807, Zeraora              ,                    , True         , SwSh
         808, Meltan               ,                    , True         , SwSh
         809, Melmetal             ,                    , True         , SwSh
         810, Grookey              ,                    , True         , SwSh
         811, Thwackey             ,                    , True         , SwSh
         812, Rillaboom            ,                    , True         , SwSh
         813, Scorbunny            ,                    , True         , SwSh
         814, Raboot               ,                    , True         , SwSh
         815, Cinderace            ,                    , True         , SwSh
         816, Sobble               ,                    , True         , SwSh
         817, Drizzile             ,                    , True         , SwSh
         818, Inteleon             ,                    , True         , SwSh
         819, Skwovet              ,                    , True         , SwSh
         820, Greedent             ,                    , True         , SwSh
         821, Rookidee             ,                    , True         , SwSh
