Regional Dex #,National_Dex,Pokemon,Dex
64,0424,Ambipom,Sinnoh (Pt)
65,0425,Drifloon,Sinnoh (Pt)
66,0426,Drifblim,Sinnoh (Pt)
67,0427,Buneary,Sinnoh (Pt)
68,0428,Lopunny,Sinnoh (Pt)
69,0092,Gastly,Sinnoh (Pt)
70,0093,Haunter,Sinnoh (Pt)
71,0094,Gengar,Sinnoh (Pt)
72,0200,Misdreavus,Sinnoh (Pt)
73,0429,Mismagius,Sinnoh (Pt)
74,0198,Murkrow,Sinnoh (Pt)
75,0430,Honchkrow,Sinnoh (Pt)
76,0431,Glameow,Sinnoh (Pt)
77,0432,Purugly,Sinnoh (Pt)
78,0118,Goldeen,Sinnoh (Pt)
79,0119,Seaking,Sinnoh (Pt)
80,0339,Barboach,Sinnoh (Pt)
81,0340,Whiscash,Sinnoh (Pt)
82,0433,Chingling,Sinnoh (Pt)
83,0358,Chimecho,Sinnoh (Pt)
84,0434,Stunky,Sinnoh (Pt)
85,0435,Skuntank,Sinnoh (Pt)
86,0307,Meditite,Sinnoh (Pt)
87,0308,Medicham,Sinnoh (Pt)
88,0436,Bronzor,Sinnoh (Pt)
89,0437,Bronzong,Sinnoh (Pt)
90,0077,Ponyta,Sinnoh (Pt)
91,0078,Rapidash,Sinnoh (Pt)
92,0438,Bonsly,Sinnoh (Pt)
93,0185,Sudowoodo,Sinnoh (Pt)
94,0439,Mime Jr.,Sinnoh (Pt)
95,0122,Mr. Mime,Sinnoh (Pt)
96,0440,Happiny,Sinnoh (Pt)
97,0113,Chansey,Sinnoh (Pt)
98,0242,Blissey,Sinnoh (Pt)
99,0173,Cleffa,Sinnoh (Pt)
100,0035,Clefairy,Sinnoh (Pt)
101,0036,Clefable,Sinnoh (Pt)
102,0441,Chatot,Sinnoh (Pt)
103,0172,Pichu,Sinnoh (Pt)
104,0025,Pikachu,Sinnoh (Pt)
105,0026,Raichu,Sinnoh (Pt)
106,0163,Hoothoot,Sinnoh (Pt)
107,0164,Noctowl,Sinnoh (Pt)
108,0442,Spiritomb,Sinnoh (Pt)
109,0443,Gible,Sinnoh (Pt)
110,0444,Gabite,Sinnoh (Pt)
111,0445,Garchomp,Sinnoh (Pt)
112,0446,Munchlax,Sinnoh (Pt)
113,0143,Snorlax,Sinnoh (Pt)
114,0201,Unown,Sinnoh (Pt)
115,0447,Riolu,Sinnoh (Pt)
116,0448,Lucario,Sinnoh (Pt)
117,0194,Wooper,Sinnoh (Pt)
118,0195,Quagsire,Sinnoh (Pt)
119,0278,Wingull,Sinnoh (Pt)
120,0279,Pelipper,Sinnoh (Pt)
121,0203,Girafarig,Sinnoh (Pt)
122,0449,Hippopotas,Sinnoh (Pt)
123,0450,Hippowdon,Sinnoh (Pt)
124,0298,Azurill,Sinnoh (Pt)
125,0183,Marill,Sinnoh (Pt)
126,0184,Azumarill,Sinnoh (Pt)
127,0451,Skorupi,Sinnoh (Pt)
128,0452,Drapion,Sinnoh (Pt)
129,0453,Croagunk,Sinnoh (Pt)
130,0454,Toxicroak,Sinnoh (Pt)
131,0455,Carnivine,Sinnoh (Pt)
132,0223,Remoraid,Sinnoh (Pt)
133,0224,Octillery,Sinnoh (Pt)
134,0456,Finneon,Sinnoh (Pt)
135,0457,Lumineon,Sinnoh (Pt)
136,0072,Tentacool,Sinnoh (Pt)
137,0073,Tentacruel,Sinnoh (Pt)
138,0349,Feebas,Sinnoh (Pt)
139,0350,Milotic,Sinnoh (Pt)
140,0458,Mantyke,Sinnoh (Pt)
141,0226,Mantine,Sinnoh (Pt)
142,0459,Snover,Sinnoh (Pt)
143,0460,Abomasnow,Sinnoh (Pt)
144,0215,Sneasel,Sinnoh (Pt)
145,0461,Weavile,Sinnoh (Pt)
146,0480,Uxie,Sinnoh (Pt)
147,0481,Mesprit,Sinnoh (Pt)
148,0482,Azelf,Sinnoh (Pt)
149,0483,Dialga,Sinnoh (Pt)
150,0484,Palkia,Sinnoh (Pt)
151,0490,Manaphy,Sinnoh (Pt)
152,0479,Rotom,Sinnoh (Pt)
153,0207,Gligar,Sinnoh (Pt)
154,0472,Gliscor,Sinnoh (Pt)
155,0299,Nosepass,Sinnoh (Pt)
156,0476,Probopass,Sinnoh (Pt)
157,0280,Ralts,Sinnoh (Pt)
158,0281,Kirlia,Sinnoh (Pt)
159,0282,Gardevoir,Sinnoh (Pt)
160,0475,Gallade,Sinnoh (Pt)
161,0108,Lickitung,Sinnoh (Pt)
162,0463,Lickilicky,Sinnoh (Pt)
163,0133,Eevee,Sinnoh (Pt)
164,0134,Vaporeon,Sinnoh (Pt)
165,0135,Jolteon,Sinnoh (Pt)
166,0136,Flareon,Sinnoh (Pt)
167,0196,Espeon,Sinnoh (Pt)
168,0197,Umbreon,Sinnoh (Pt)
169,0470,Leafeon,Sinnoh (Pt)
170,0471,Glaceon,Sinnoh (Pt)
171,0333,Swablu,Sinnoh (Pt)
172,0334,Altaria,Sinnoh (Pt)
173,0175,Togepi,Sinnoh (Pt)
174,0176,Togetic,Sinnoh (Pt)
175,0468,Togekiss,Sinnoh (Pt)
176,0228,Houndour,Sinnoh (Pt)
177,0229,Houndoom,Sinnoh (Pt)
178,0081,Magnemite,Sinnoh (Pt)
179,0082,Magneton,Sinnoh (Pt)
180,0462,Magnezone,Sinnoh (Pt)
181,0114,Tangela,Sinnoh (Pt)
182,0465,Tangrowth,Sinnoh (Pt)
183,0193,Yanma,Sinnoh (Pt)
184,0469,Yanmega,Sinnoh (Pt)
185,0357,Tropius,Sinnoh (Pt)
186,0111,Rhyhorn,Sinnoh (Pt)
187,0112,Rhydon,Sinnoh (Pt)
188,0464,Rhyperior,Sinnoh (Pt)
189,0355,Duskull,Sinnoh (Pt)
190,0356,Dusclops,Sinnoh (Pt)
191,0477,Dusknoir,Sinnoh (Pt)
192,0137,Porygon,Sinnoh (Pt)
193,0233,Porygon2,Sinnoh (Pt)
194,0474,Porygon-Z,Sinnoh (Pt)
195,0123,Scyther,Sinnoh (Pt)
196,0212,Scizor,Sinnoh (Pt)
197,0239,Elekid,Sinnoh (Pt)
198,0125,Electabuzz,Sinnoh (Pt)
199,0466,Electivire,Sinnoh (Pt)
200,0240,Magby,Sinnoh (Pt)
201,0126,Magmar,Sinnoh (Pt)
202,0467,Magmortar,Sinnoh (Pt)
203,0220,Swinub,Sinnoh (Pt)
204,0221,Piloswine,Sinnoh (Pt)
205,0473,Mamoswine,Sinnoh (Pt)
206,0361,Snorunt,Sinnoh (Pt)
207,0362,Glalie,Sinnoh (Pt)
208,0478,Froslass,Sinnoh (Pt)
209,0359,Absol,Sinnoh (Pt)
210,0487,Giratina,Sinnoh (Pt)
