Regional Dex #,National_Dex,Pokemon,Dex
119,0119,Seaking,Kanto (Lets Go)
120,0120,Staryu,Kanto (Lets Go)
121,0121,Starmie,Kanto (Lets Go)
122,0122,Mr. Mime,Kanto (Lets Go)
123,0123,Scyther,Kanto (Lets Go)
124,0124,Jynx,Kanto (Lets Go)
125,0125,Electabuzz,Kanto (Lets Go)
126,0126,Magmar,Kanto (Lets Go)
127,0127,Pinsir,Kanto (Lets Go)
128,0128,Tauros,Kanto (Lets Go)
129,0129,Magikarp,Kanto (Lets Go)
130,0130,Gyarados,Kanto (Lets Go)
131,0131,Lapras,Kanto (Lets Go)
132,0132,Ditto,Kanto (Lets Go)
133,0133,Eevee,Kanto (Lets Go)
134,0134,Vaporeon,Kanto (Lets Go)
135,0135,Jolteon,Kanto (Lets Go)
136,0136,Flareon,Kanto (Lets Go)
137,0137,Porygon,Kanto (Lets Go)
138,0138,Omanyte,Kanto (Lets Go)
139,0139,Omastar,Kanto (Lets Go)
140,0140,Kabuto,Kanto (Lets Go)
141,0141,Kabutops,Kanto (Lets Go)
142,0142,Aerodactyl,Kanto (Lets Go)
143,0143,Snorlax,Kanto (Lets Go)
144,0144,Articuno,Kanto (Lets Go)
145,0145,Zapdos,Kanto (Lets Go)
146,0146,Moltres,Kanto (Lets Go)
147,0147,Dratini,Kanto (Lets Go)
148,0148,Dragonair,Kanto (Lets Go)
149,0149,Dragonite,Kanto (Lets Go)
150,0150,Mewtwo,Kanto (Lets Go)
151,0151,Mew,Kanto (Lets Go)
152,0808,Meltan,Kanto (Lets Go)
153,0809,Melmetal,Kanto (Lets Go)
