National_Dex,Pokemon,Series
165,Ledyba,USUM
166,Ledian,USUM
167,Spinarak,USUM
168,Ariados,USUM
169,Crobat,USUM
170,Chinchou,USUM
171,Lanturn,USUM
172,Pichu,USUM
173,Cleffa,USUM
174,Igglybuff,USUM
177,Natu,USUM
178,Xatu,USUM
179,Mareep,USUM
180,Flaaffy,USUM
181,Ampharos,USUM
185,Sudowoodo,USUM
186,Politoed,USUM
190,Aipom,USUM
193,Yanma,USUM
194,Wooper,USUM
195,Quagsire,USUM
196,Espeon,USUM
197,Umbreon,USUM
198,Murkrow,USUM
199,Slowking,USUM
200,Misdreavus,USUM
204,Pineco,USUM
205,Forretress,USUM
206,Dunsparce,USUM
208,Steelix,USUM
209,Snubbull,USUM
210,Granbull,USUM
212,Scizor,USUM
214,Heracross,USUM
215,Sneasel,USUM
218,Slugma,USUM
219,Magcargo,USUM
220,Swinub,USUM
221,Piloswine,USUM
222,Corsola,USUM
223,Remoraid,USUM
224,Octillery,USUM
225,Delibird,USUM
226,Mantine,USUM
227,Skarmory,USUM
228,Houndour,USUM
229,Houndoom,USUM
230,Kingdra,USUM
233,Porygon2,USUM
235,Smeargle,USUM
238,Smoochum,USUM
239,Elekid,USUM
240,Magby,USUM
241,Miltank,USUM
242,Blissey,USUM
243,Raikou,USUM
244,Entei,USUM
245,Suicune,USUM
246,Larvitar,USUM
247,Pupitar,USUM
248,Tyranitar,USUM
249,Lugia,USUM
250,Ho-Oh,USUM
251,Celebi,USUM
252,Treecko,USUM
253,Grovyle,USUM
254,Sceptile,USUM
255,Torchic,USUM
256,Combusken,USUM
257,Blaziken,USUM
258,Mudkip,USUM
259,Marshtomp,USUM
260,Swampert,USUM
270,Lotad,USUM
271,Lombre,USUM
272,Ludicolo,USUM
273,Seedot,USUM
274,Nuzleaf,USUM
275,Shiftry,USUM
276,Taillow,USUM
277,Swellow,USUM
278,Wingull,USUM
279,Pelipper,USUM
280,Ralts,USUM
281,Kirlia,USUM
282,Gardevoir,USUM
283,Surskit,USUM
284,Masquerain,USUM
296,Makuhita,USUM
297,Hariyama,USUM
299,Nosepass,USUM
302,Sableye,USUM
303,Mawile,USUM
304,Aron,USUM
305,Lairon,USUM
306,Aggron,USUM
307,Meditite,USUM
308,Medicham,USUM
309,Electrike,USUM
310,Manectric,USUM
318,Carvanha,USUM
319,Sharpedo,USUM
320,Wailmer,USUM
321,Wailord,USUM
324,Torkoal,USUM
325,Spoink,USUM
326,Grumpig,USUM
327,Spinda,USUM
328,Trapinch,USUM
329,Vibrava,USUM
330,Flygon,USUM
333,Swablu,USUM
334,Altaria,USUM
339,Barboach,USUM
340,Whiscash,USUM
341,Corphish,USUM
342,Crawdaunt,USUM
343,Baltoy,USUM
344,Claydol,USUM
345,Lileep,USUM
346,Cradily,USUM
347,Anorith,USUM
348,Armaldo,USUM
349,Feebas,USUM
350,Milotic,USUM
351,Castform,USUM
352,Kecleon,USUM
353,Shuppet,USUM
354,Banette,USUM
357,Tropius,USUM
359,Absol,USUM
361,Snorunt,USUM
362,Glalie,USUM
363,Spheal,USUM
364,Sealeo,USUM
365,Walrein,USUM
366,Clamperl,USUM
367,Huntail,USUM
368,Gorebyss,USUM
369,Relicanth,USUM
370,Luvdisc,USUM
371,Bagon,USUM
372,Shelgon,USUM
373,Salamence,USUM
374,Beldum,USUM
375,Metang,USUM
376,Metagross,USUM
377,Regirock,USUM
378,Regice,USUM
379,Registeel,USUM
380,Latias,USUM
381,Latios,USUM
382,Kyogre,USUM
383,Groudon,USUM
384,Rayquaza,USUM
387,Turtwig,USUM
388,Grotle,USUM
389,Torterra,USUM
390,Chimchar,USUM
391,Monferno,USUM
392,Infernape,USUM
393,Piplup,USUM
394,Prinplup,USUM
395,Empoleon,USUM
408,Cranidos,USUM
409,Rampardos,USUM
410,Shieldon,USUM
411,Bastiodon,USUM
418,Buizel,USUM
419,Floatzel,USUM
422,Shellos,USUM
423,Gastrodon,USUM
424,Ambipom,USUM
425,Drifloon,USUM
426,Drifblim,USUM
427,Buneary,USUM
428,Lopunny,USUM
429,Mismagius,USUM
430,Honchkrow,USUM
438,Bonsly,USUM
439,Mime Jr.,USUM
440,Happiny,USUM
443,Gible,USUM
444,Gabite,USUM
445,Garchomp,USUM
446,Munchlax,USUM
447,Riolu,USUM
448,Lucario,USUM
449,Hippopotas,USUM
450,Hippowdon,USUM
451,Skorupi,USUM
452,Drapion,USUM
456,Finneon,USUM
457,Lumineon,USUM
458,Mantyke,USUM
459,Snover,USUM
460,Abomasnow,USUM
461,Weavile,USUM
462,Magnezone,USUM
463,Lickilicky,USUM
464,Rhyperior,USUM
466,Electivire,USUM
467,Magmortar,USUM
469,Yanmega,USUM
470,Leafeon,USUM
471,Glaceon,USUM
473,Mamoswine,USUM
474,Porygon-Z,USUM
475,Gallade,USUM
476,Probopass,USUM
478,Froslass,USUM
479,Rotom,USUM
480,Uxie,USUM
481,Mesprit,USUM
482,Azelf,USUM
483,Dialga,USUM
484,Palkia,USUM
485,Heatran,USUM
486,Regigigas,USUM
487,Giratina,USUM
488,Cresselia,USUM
489,Phione,USUM
490,Manaphy,USUM
491,Darkrai,USUM
492,Shaymin,USUM
493,Arceus,USUM
506,Lillipup,USUM
507,Herdier,USUM
508,Stoutland,USUM
524,Roggenrola,USUM
525,Boldore,USUM
526,Gigalith,USUM
531,Audino,USUM
540,Sewaddle,USUM
541,Swadloon,USUM
542,Leavanny,USUM
546,Cottonee,USUM
547,Whimsicott,USUM
548,Petilil,USUM
549,Lilligant,USUM
550,Basculin,USUM
551,Sandile,USUM
552,Krokorok,USUM
553,Krookodile,USUM
557,Dwebble,USUM
558,Crustle,USUM
559,Scraggy,USUM
560,Scrafty,USUM
561,Sigilyph,USUM
564,Tirtouga,USUM
565,Carracosta,USUM
566,Archen,USUM
567,Archeops,USUM
568,Trubbish,USUM
569,Garbodor,USUM
570,Zorua,USUM
571,Zoroark,USUM
572,Minccino,USUM
573,Cinccino,USUM
580,Ducklett,USUM
581,Swanna,USUM
582,Vanillite,USUM
583,Vanillish,USUM
584,Vanilluxe,USUM
587,Emolga,USUM
592,Frillish,USUM
593,Jellicent,USUM
594,Alomomola,USUM
602,Tynamo,USUM
603,Eelektrik,USUM
604,Eelektross,USUM
605,Elgyem,USUM
606,Beheeyem,USUM
607,Litwick,USUM
608,Lampent,USUM
609,Chandelure,USUM
610,Axew,USUM
611,Fraxure,USUM
612,Haxorus,USUM
618,Stunfisk,USUM
619,Mienfoo,USUM
620,Mienshao,USUM
621,Druddigon,USUM
622,Golett,USUM
623,Golurk,USUM
624,Pawniard,USUM
625,Bisharp,USUM
627,Rufflet,USUM
628,Braviary,USUM
629,Vullaby,USUM
630,Mandibuzz,USUM
636,Larvesta,USUM
637,Volcarona,USUM
638,Cobalion,USUM
639,Terrakion,USUM
640,Virizion,USUM
641,Tornadus,USUM
642,Thundurus,USUM
643,Reshiram,USUM
644,Zekrom,USUM
645,Landorus,USUM
646,Kyurem,USUM
648,Meloetta,USUM
650,Chespin,USUM
651,Quilladin,USUM
652,Chesnaught,USUM
653,Fennekin,USUM
654,Braixen,USUM
655,Delphox,USUM
656,Froakie,USUM
657,Frogadier,USUM
658,Greninja,USUM
661,Fletchling,USUM
662,Fletchinder,USUM
663,Talonflame,USUM
664,Scatterbug,USUM
665,Spewpa,USUM
666,Vivillon,USUM
667,Litleo,USUM
668,Pyroar,USUM
669,Flabébé,USUM
670,Floette,USUM
671,Florges,USUM
674,Pancham,USUM
675,Pangoro,USUM
676,Furfrou,USUM
679,Honedge,USUM
680,Doublade,USUM
681,Aegislash,USUM
686,Inkay,USUM
687,Malamar,USUM
688,Binacle,USUM
689,Barbaracle,USUM
690,Skrelp,USUM
691,Dragalge,USUM
692,Clauncher,USUM
693,Clawitzer,USUM
694,Helioptile,USUM
695,Heliolisk,USUM
696,Tyrunt,USUM
697,Tyrantrum,USUM
698,Amaura,USUM
699,Aurorus,USUM
700,Sylveon,USUM
701,Hawlucha,USUM
702,Dedenne,USUM
703,Carbink,USUM
704,Goomy,USUM
705,Sliggoo,USUM
706,Goodra,USUM
707,Klefki,USUM
708,Phantump,USUM
709,Trevenant,USUM
714,Noibat,USUM
715,Noivern,USUM
716,Xerneas,USUM
717,Yveltal,USUM
718,Zygarde,USUM
720,Hoopa,USUM
722,Rowlet,USUM
723,Dartrix,USUM
724,Decidueye,USUM
725,Litten,USUM
726,Torracat,USUM
727,Incineroar,USUM
728,Popplio,USUM
729,Brionne,USUM
730,Primarina,USUM
731,Pikipek,USUM
732,Trumbeak,USUM
733,Toucannon,USUM
734,Yungoos,USUM
735,Gumshoos,USUM
736,Grubbin,USUM
737,Charjabug,USUM
738,Vikavolt,USUM
739,Crabrawler,USUM
740,Crabominable,USUM
741,Oricorio,USUM
742,Cutiefly,USUM
743,Ribombee,USUM
744,Rockruff,USUM
745,Lycanroc,USUM
746,Wishiwashi,USUM
747,Mareanie,USUM
748,Toxapex,USUM
749,Mudbray,USUM
750,Mudsdale,USUM
751,Dewpider,USUM
752,Araquanid,USUM
753,Fomantis,USUM
754,Lurantis,USUM
755,Morelull,USUM
756,Shiinotic,USUM
757,Salandit,USUM
758,Salazzle,USUM
759,Stufful,USUM
760,Bewear,USUM
761,Bounsweet,USUM
762,Steenee,USUM
763,Tsareena,USUM
764,Comfey,USUM
765,Oranguru,USUM
766,Passimian,USUM
767,Wimpod,USUM
768,Golisopod,USUM
769,Sandygast,USUM
770,Palossand,USUM
771,Pyukumuku,USUM
772,Type: Null,USUM
773,Silvally,USUM
774,Minior,USUM
775,Komala,USUM
776,Turtonator,USUM
777,Togedemaru,USUM
778,Mimikyu,USUM
779,Bruxish,USUM
780,Drampa,USUM
781,Dhelmise,USUM
782,Jangmo-o,USUM
783,Hakamo-o,USUM
784,Kommo-o,USUM
785,Tapu Koko,USUM
786,Tapu Lele,USUM
787,Tapu Bulu,USUM
788,Tapu Fini,USUM
789,Cosmog,USUM
790,Cosmoem,USUM
791,Solgaleo,USUM
792,Lunala,USUM
793,Nihilego,USUM
794,Buzzwole,USUM
795,Pheromosa,USUM
796,Xurkitree,USUM
797,Celesteela,USUM
798,Kartana,USUM
799,Guzzlord,USUM
800,Necrozma,USUM
801,Magearna,USUM
802,Marshadow,USUM
803,Poipole,USUM
804,Naganadel,USUM
805,Stakataka,USUM
806,Blacephalon,USUM
807,Zeraora,USUM
