Regional Dex #,National_Dex,Pokemon,Dex
78,0473,Mamoswine,Kalos
79,0712,Bergmite,Kalos
80,0713,Avalugg,Kalos
81,0613,Cubchoo,Kalos
82,0614,Beartic,Kalos
83,0238,Smoochum,Kalos
84,0124,Jynx,Kalos
85,0582,Vanillite,Kalos
86,0583,Vanillish,Kalos
87,0584,Vanilluxe,Kalos
88,0459,Snover,Kalos
89,0460,Abomasnow,Kalos
90,0225,Delibird,Kalos
91,0215,Sneasel,Kalos
92,0461,Weavile,Kalos
93,0532,Timburr,Kalos
94,0533,Gurdurr,Kalos
95,0534,Conkeldurr,Kalos
96,0324,Torkoal,Kalos
97,0027,Sandshrew,Kalos
98,0028,Sandslash,Kalos
99,0304,Aron,Kalos
100,0305,Lairon,Kalos
101,0306,Aggron,Kalos
102,0246,Larvitar,Kalos
103,0247,Pupitar,Kalos
104,0248,Tyranitar,Kalos
105,0631,Heatmor,Kalos
106,0632,Durant,Kalos
107,0167,Spinarak,Kalos
108,0168,Ariados,Kalos
109,0021,Spearow,Kalos
110,0022,Fearow,Kalos
111,0615,Cryogonal,Kalos
112,0227,Skarmory,Kalos
113,0714,Noibat,Kalos
114,0715,Noivern,Kalos
115,0207,Gligar,Kalos
116,0472,Gliscor,Kalos
117,0163,Hoothoot,Kalos
118,0164,Noctowl,Kalos
119,0174,Igglybuff,Kalos
120,0039,Jigglypuff,Kalos
121,0040,Wigglytuff,Kalos
122,0353,Shuppet,Kalos
123,0354,Banette,Kalos
124,0570,Zorua,Kalos
125,0571,Zoroark,Kalos
126,0574,Gothita,Kalos
127,0575,Gothorita,Kalos
128,0576,Gothitelle,Kalos
129,0438,Bonsly,Kalos
130,0185,Sudowoodo,Kalos
131,0327,Spinda,Kalos
132,0216,Teddiursa,Kalos
133,0217,Ursaring,Kalos
134,0108,Lickitung,Kalos
135,0463,Lickilicky,Kalos
136,0123,Scyther,Kalos
137,0212,Scizor,Kalos
138,0132,Ditto,Kalos
139,0333,Swablu,Kalos
140,0334,Altaria,Kalos
141,0621,Druddigon,Kalos
142,0633,Deino,Kalos
143,0634,Zweilous,Kalos
144,0635,Hydreigon,Kalos
145,0147,Dratini,Kalos
146,0148,Dragonair,Kalos
147,0149,Dragonite,Kalos
148,0716,Xerneas,Kalos
149,0717,Yveltal,Kalos
150,0718,Zygarde,Kalos
151,0150,Mewtwo,Kalos
